time,id,class_id,x,y,z,vx,vy,vz,sigma_00,sigma_01,sigma_02,sigma_03,sigma_04,sigma_05,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_50,sigma_51,sigma_52,sigma_53,sigma_54,sigma_55,x_pattern,y_pattern,z_pattern,pattern,status,collision_p
2.202,2059439127856,4,1.720,3.523,-84.649,0.340,0.077,-0.795,11.676,0.000,0.000,7.893,0.000,0.000,0.000,11.676,0.000,0.000,7.893,0.000,0.000,0.000,11.676,0.000,0.000,7.893,7.893,0.000,0.000,7.168,0.000,0.000,0.000,7.893,0.000,0.000,7.168,0.000,0.000,0.000,7.893,0.000,0.000,7.168,1.858,3.474,-84.974,2059439127800,1,0.000
2.236,2059439127856,4,1.740,3.522,-84.699,0.346,0.075,-0.810,11.508,0.000,0.000,7.664,0.000,0.000,0.000,11.508,0.000,0.000,7.664,0.000,0.000,0.000,11.508,0.000,0.000,7.664,7.664,0.000,0.000,6.856,0.000,0.000,0.000,7.664,0.000,0.000,6.856,0.000,0.000,0.000,7.664,0.000,0.000,6.856,1.874,3.477,-85.081,2059439127800,1,0.000
2.269,2059439127856,4,1.759,3.523,-84.752,0.351,0.073,-0.827,11.345,0.000,0.000,7.445,0.000,0.000,0.000,11.345,0.000,0.000,7.445,0.000,0.000,0.000,11.345,0.000,0.000,7.445,7.445,0.000,0.000,6.562,0.000,0.000,0.000,7.445,0.000,0.000,6.562,0.000,0.000,0.000,7.445,0.000,0.000,6.562,1.890,3.482,-85.173,2059439127800,1,0.000
2.302,2059439127856,4,1.778,3.523,-84.803,0.356,0.072,-0.842,11.186,0.000,0.000,7.235,0.000,0.000,0.000,11.186,0.000,0.000,7.235,0.000,0.000,0.000,11.186,0.000,0.000,7.235,7.235,0.000,0.000,6.285,0.000,0.000,0.000,7.235,0.000,0.000,6.285,0.000,0.000,0.000,7.235,0.000,0.000,6.285,1.902,3.486,-85.206,2059439127800,1,0.000
2.336,2059439127856,4,1.797,3.523,-84.852,0.360,0.071,-0.856,11.032,0.000,0.000,7.034,0.000,0.000,0.000,11.032,0.000,0.000,7.034,0.000,0.000,0.000,11.032,0.000,0.000,7.034,7.034,0.000,0.000,6.023,0.000,0.000,0.000,7.034,0.000,0.000,6.023,0.000,0.000,0.000,7.034,0.000,0.000,6.023,1.915,3.488,-85.204,2059439127800,1,0.000
2.369,2059439127856,4,1.815,3.524,-84.902,0.364,0.069,-0.869,10.882,0.000,0.000,6.842,0.000,0.000,0.000,10.882,0.000,0.000,6.842,0.000,0.000,0.000,10.882,0.000,0.000,6.842,6.842,0.000,0.000,5.776,0.000,0.000,0.000,6.842,0.000,0.000,5.776,0.000,0.000,0.000,6.842,0.000,0.000,5.776,1.931,3.493,-85.276,2059439127800,1,0.000
2.402,2059439127856,4,1.834,3.524,-84.953,0.368,0.068,-0.883,10.736,0.000,0.000,6.657,0.000,0.000,0.000,10.736,0.000,0.000,6.657,0.000,0.000,0.000,10.736,0.000,0.000,6.657,6.657,0.000,0.000,5.542,0.000,0.000,0.000,6.657,0.000,0.000,5.542,0.000,0.000,0.000,6.657,0.000,0.000,5.542,1.947,3.495,-85.345,2059439127800,1,0.000
2.436,2059439127856,4,1.852,3.525,-85.004,0.372,0.067,-0.896,10.594,0.000,0.000,6.479,0.000,0.000,0.000,10.594,0.000,0.000,6.479,0.000,0.000,0.000,10.594,0.000,0.000,6.479,6.479,0.000,0.000,5.320,0.000,0.000,0.000,6.479,0.000,0.000,5.320,0.000,0.000,0.000,6.479,0.000,0.000,5.320,1.962,3.497,-85.395,2059439127800,1,0.000
2.469,2059439127856,4,1.870,3.525,-85.040,0.375,0.066,-0.899,10.455,0.000,0.000,6.309,0.000,0.000,0.000,10.455,0.000,0.000,6.309,0.000,0.000,0.000,10.455,0.000,0.000,6.309,6.309,0.000,0.000,5.110,0.000,0.000,0.000,6.309,0.000,0.000,5.110,0.000,0.000,0.000,6.309,0.000,0.000,5.110,1.967,3.488,-85.136,2059439127800,1,0.000
2.503,2059439127856,4,1.888,3.526,-85.076,0.378,0.065,-0.903,10.321,0.000,0.000,6.145,0.000,0.000,0.000,10.321,0.000,0.000,6.145,0.000,0.000,0.000,10.321,0.000,0.000,6.145,6.145,0.000,0.000,4.911,0.000,0.000,0.000,6.145,0.000,0.000,4.911,0.000,0.000,0.000,6.145,0.000,0.000,4.911,1.977,3.490,-85.200,2059439127800,1,0.000
2.536,2059439127856,4,1.905,3.526,-85.115,0.381,0.064,-0.908,10.189,0.000,0.000,5.987,0.000,0.000,0.000,10.189,0.000,0.000,5.987,0.000,0.000,0.000,10.189,0.000,0.000,5.987,5.987,0.000,0.000,4.722,0.000,0.000,0.000,5.987,0.000,0.000,4.722,0.000,0.000,0.000,5.987,0.000,0.000,4.722,1.987,3.493,-85.275,2059439127800,1,0.000
2.569,2059439127856,4,1.921,3.526,-85.154,0.383,0.063,-0.913,10.061,0.000,0.000,5.836,0.000,0.000,0.000,10.061,0.000,0.000,5.836,0.000,0.000,0.000,10.061,0.000,0.000,5.836,5.836,0.000,0.000,4.543,0.000,0.000,0.000,5.836,0.000,0.000,4.543,0.000,0.000,0.000,5.836,0.000,0.000,4.543,1.999,3.495,-85.309,2059439127800,1,0.000
2.603,2059439127856,4,1.938,3.527,-85.191,0.385,0.062,-0.917,9.936,0.000,0.000,5.690,0.000,0.000,0.000,9.936,0.000,0.000,5.690,0.000,0.000,0.000,9.936,0.000,0.000,5.690,5.690,0.000,0.000,4.372,0.000,0.000,0.000,5.690,0.000,0.000,4.372,0.000,0.000,0.000,5.690,0.000,0.000,4.372,2.012,3.491,-85.321,2059439127800,1,0.000
2.636,2059439127856,4,1.954,3.527,-85.229,0.387,0.061,-0.921,9.814,0.000,0.000,5.549,0.000,0.000,0.000,9.814,0.000,0.000,5.549,0.000,0.000,0.000,9.814,0.000,0.000,5.549,5.549,0.000,0.000,4.210,0.000,0.000,0.000,5.549,0.000,0.000,4.210,0.000,0.000,0.000,5.549,0.000,0.000,4.210,2.022,3.487,-85.377,2059439127800,1,0.000
2.669,2059439127856,4,1.970,3.526,-85.267,0.389,0.060,-0.925,9.695,0.000,0.000,5.414,0.000,0.000,0.000,9.695,0.000,0.000,5.414,0.000,0.000,0.000,9.695,0.000,0.000,5.414,5.414,0.000,0.000,4.056,0.000,0.000,0.000,5.414,0.000,0.000,4.056,0.000,0.000,0.000,5.414,0.000,0.000,4.056,2.032,3.482,-85.406,2059439127800,1,0.000
2.703,2059439127856,4,1.986,3.526,-85.303,0.390,0.058,-0.928,9.579,0.000,0.000,5.284,0.000,0.000,0.000,9.579,0.000,0.000,5.284,0.000,0.000,0.000,9.579,0.000,0.000,5.284,5.284,0.000,0.000,3.910,0.000,0.000,0.000,5.284,0.000,0.000,3.910,0.000,0.000,0.000,5.284,0.000,0.000,3.910,2.040,3.479,-85.407,2059439127800,1,0.000
2.736,2059439127856,4,2.001,3.526,-85.340,0.392,0.057,-0.931,9.466,0.000,0.000,5.158,0.000,0.000,0.000,9.466,0.000,0.000,5.158,0.000,0.000,0.000,9.466,0.000,0.000,5.158,5.158,0.000,0.000,3.770,0.000,0.000,0.000,5.158,0.000,0.000,3.770,0.000,0.000,0.000,5.158,0.000,0.000,3.770,2.049,3.483,-85.456,2059439127800,1,0.000
2.769,2059439127856,4,2.017,3.526,-85.378,0.393,0.056,-0.935,9.355,0.000,0.000,5.037,0.000,0.000,0.000,9.355,0.000,0.000,5.037,0.000,0.000,0.000,9.355,0.000,0.000,5.037,5.037,0.000,0.000,3.637,0.000,0.000,0.000,5.037,0.000,0.000,3.637,0.000,0.000,0.000,5.037,0.000,0.000,3.637,2.059,3.490,-85.519,2059439127800,1,0.000
2.803,2059439127856,4,2.032,3.526,-85.418,0.394,0.055,-0.940,9.247,0.000,0.000,4.919,0.000,0.000,0.000,9.247,0.000,0.000,4.919,0.000,0.000,0.000,9.247,0.000,0.000,4.919,4.919,0.000,0.000,3.510,0.000,0.000,0.000,4.919,0.000,0.000,3.510,0.000,0.000,0.000,4.919,0.000,0.000,3.510,2.072,3.493,-85.601,2059439127800,1,0.000
2.836,2059439127856,4,2.047,3.527,-85.458,0.395,0.054,-0.944,9.141,0.000,0.000,4.806,0.000,0.000,0.000,9.141,0.000,0.000,4.806,0.000,0.000,0.000,9.141,0.000,0.000,4.806,4.806,0.000,0.000,3.389,0.000,0.000,0.000,4.806,0.000,0.000,3.389,0.000,0.000,0.000,4.806,0.000,0.000,3.389,2.083,3.494,-85.639,2059439127800,1,0.000
2.870,2059439127856,4,2.061,3.527,-85.497,0.396,0.054,-0.948,9.038,0.000,0.000,4.697,0.000,0.000,0.000,9.038,0.000,0.000,4.697,0.000,0.000,0.000,9.038,0.000,0.000,4.697,4.697,0.000,0.000,3.274,0.000,0.000,0.000,4.697,0.000,0.000,3.274,0.000,0.000,0.000,4.697,0.000,0.000,3.274,2.093,3.491,-85.654,2059439127800,1,0.000
2.903,2059439127856,4,2.075,3.526,-85.522,0.396,0.052,-0.945,8.937,0.000,0.000,4.592,0.000,0.000,0.000,8.937,0.000,0.000,4.592,0.000,0.000,0.000,8.937,0.000,0.000,4.592,4.592,0.000,0.000,3.163,0.000,0.000,0.000,4.592,0.000,0.000,3.163,0.000,0.000,0.000,4.592,0.000,0.000,3.163,2.094,3.481,-85.384,2059439127800,1,0.000
2.936,2059439127856,4,2.089,3.526,-85.545,0.396,0.051,-0.941,8.839,0.000,0.000,4.490,0.000,0.000,0.000,8.839,0.000,0.000,4.490,0.000,0.000,0.000,8.839,0.000,0.000,4.490,4.490,0.000,0.000,3.058,0.000,0.000,0.000,4.490,0.000,0.000,3.058,0.000,0.000,0.000,4.490,0.000,0.000,3.058,2.103,3.483,-85.367,2059439127800,1,0.000
2.970,2059439127856,4,2.103,3.526,-85.568,0.397,0.051,-0.936,8.742,0.000,0.000,4.391,0.000,0.000,0.000,8.742,0.000,0.000,4.391,0.000,0.000,0.000,8.742,0.000,0.000,4.391,4.391,0.000,0.000,2.957,0.000,0.000,0.000,4.391,0.000,0.000,2.957,0.000,0.000,0.000,4.391,0.000,0.000,2.957,2.111,3.486,-85.374,2059439127800,1,0.000
3.003,2059439127856,4,2.116,3.526,-85.586,0.397,0.050,-0.930,8.647,0.000,0.000,4.295,0.000,0.000,0.000,8.647,0.000,0.000,4.295,0.000,0.000,0.000,8.647,0.000,0.000,4.295,4.295,0.000,0.000,2.861,0.000,0.000,0.000,4.295,0.000,0.000,2.861,0.000,0.000,0.000,4.295,0.000,0.000,2.861,2.117,3.482,-85.301,2059439127800,1,0.000
3.036,2059439127856,4,2.129,3.525,-85.601,0.396,0.048,-0.922,8.555,0.000,0.000,4.203,0.000,0.000,0.000,8.555,0.000,0.000,4.203,0.000,0.000,0.000,8.555,0.000,0.000,4.203,4.203,0.000,0.000,2.768,0.000,0.000,0.000,4.203,0.000,0.000,2.768,0.000,0.000,0.000,4.203,0.000,0.000,2.768,2.126,3.477,-85.237,2059439127800,1,0.000
3.070,2059439127856,4,2.142,3.525,-85.613,0.396,0.047,-0.913,8.465,0.000,0.000,4.114,0.000,0.000,0.000,8.465,0.000,0.000,4.114,0.000,0.000,0.000,8.465,0.000,0.000,4.114,4.114,0.000,0.000,2.680,0.000,0.000,0.000,4.114,0.000,0.000,2.680,0.000,0.000,0.000,4.114,0.000,0.000,2.680,2.137,3.473,-85.201,2059439127800,1,0.000
3.103,2059439127856,4,2.155,3.524,-85.625,0.396,0.046,-0.904,8.376,0.000,0.000,4.027,0.000,0.000,0.000,8.376,0.000,0.000,4.027,0.000,0.000,0.000,8.376,0.000,0.000,4.027,4.027,0.000,0.000,2.595,0.000,0.000,0.000,4.027,0.000,0.000,2.595,0.000,0.000,0.000,4.027,0.000,0.000,2.595,2.146,3.470,-85.181,2059439127800,1,0.000
3.136,2059439127856,4,2.168,3.523,-85.634,0.396,0.045,-0.894,8.289,0.000,0.000,3.943,0.000,0.000,0.000,8.289,0.000,0.000,3.943,0.000,0.000,0.000,8.289,0.000,0.000,3.943,3.943,0.000,0.000,2.514,0.000,0.000,0.000,3.943,0.000,0.000,2.514,0.000,0.000,0.000,3.943,0.000,0.000,2.514,2.153,3.471,-85.158,2059439127800,1,0.000
3.170,2059439127856,4,2.180,3.522,-85.641,0.395,0.044,-0.883,8.204,0.000,0.000,3.862,0.000,0.000,0.000,8.204,0.000,0.000,3.862,0.000,0.000,0.000,8.204,0.000,0.000,3.862,3.862,0.000,0.000,2.437,0.000,0.000,0.000,3.862,0.000,0.000,2.437,0.000,0.000,0.000,3.862,0.000,0.000,2.437,2.159,3.472,-85.094,2059439127800,1,0.000
3.203,2059439127856,4,2.192,3.522,-85.645,0.395,0.043,-0.871,8.121,0.000,0.000,3.783,0.000,0.000,0.000,8.121,0.000,0.000,3.783,0.000,0.000,0.000,8.121,0.000,0.000,3.783,3.783,0.000,0.000,2.362,0.000,0.000,0.000,3.783,0.000,0.000,2.362,0.000,0.000,0.000,3.783,0.000,0.000,2.362,2.164,3.471,-85.055,2059439127800,1,0.000
3.237,2059439127856,4,2.204,3.521,-85.649,0.394,0.042,-0.860,8.039,0.000,0.000,3.707,0.000,0.000,0.000,8.039,0.000,0.000,3.707,0.000,0.000,0.000,8.039,0.000,0.000,3.707,3.707,0.000,0.000,2.290,0.000,0.000,0.000,3.707,0.000,0.000,2.290,0.000,0.000,0.000,3.707,0.000,0.000,2.290,2.170,3.469,-85.040,2059439127800,1,0.000
3.270,2059439127856,4,2.215,3.520,-85.654,0.394,0.041,-0.849,7.959,0.000,0.000,3.633,0.000,0.000,0.000,7.959,0.000,0.000,3.633,0.000,0.000,0.000,7.959,0.000,0.000,3.633,3.633,0.000,0.000,2.222,0.000,0.000,0.000,3.633,0.000,0.000,2.222,0.000,0.000,0.000,3.633,0.000,0.000,2.222,2.179,3.471,-85.084,2059439127800,1,0.000
3.303,2059439127856,4,2.227,3.520,-85.660,0.393,0.040,-0.839,7.881,0.000,0.000,3.561,0.000,0.000,0.000,7.881,0.000,0.000,3.561,0.000,0.000,0.000,7.881,0.000,0.000,3.561,3.561,0.000,0.000,2.156,0.000,0.000,0.000,3.561,0.000,0.000,2.156,0.000,0.000,0.000,3.561,0.000,0.000,2.156,2.187,3.469,-85.118,2059439127800,1,0.000
3.337,2059439127856,4,2.238,3.519,-85.666,0.392,0.039,-0.829,7.804,0.000,0.000,3.491,0.000,0.000,0.000,7.804,0.000,0.000,3.491,0.000,0.000,0.000,7.804,0.000,0.000,3.491,3.491,0.000,0.000,2.092,0.000,0.000,0.000,3.491,0.000,0.000,2.092,0.000,0.000,0.000,3.491,0.000,0.000,2.092,2.193,3.469,-85.139,2059439127800,1,0.000
3.370,2059439127856,4,2.249,3.518,-85.672,0.391,0.039,-0.820,7.729,0.000,0.000,3.423,0.000,0.000,0.000,7.729,0.000,0.000,3.423,0.000,0.000,0.000,7.729,0.000,0.000,3.423,3.423,0.000,0.000,2.031,0.000,0.000,0.000,3.423,0.000,0.000,2.031,0.000,0.000,0.000,3.423,0.000,0.000,2.031,2.200,3.472,-85.134,2059439127800,1,0.000
3.403,2059439127856,4,2.260,3.518,-85.681,0.390,0.038,-0.811,7.655,0.000,0.000,3.357,0.000,0.000,0.000,7.655,0.000,0.000,3.357,0.000,0.000,0.000,7.655,0.000,0.000,3.357,3.357,0.000,0.000,1.973,0.000,0.000,0.000,3.357,0.000,0.000,1.973,0.000,0.000,0.000,3.357,0.000,0.000,1.973,2.210,3.474,-85.210,2059439127800,1,0.000
3.437,2059439127856,4,2.271,3.517,-85.691,0.389,0.037,-0.804,7.582,0.000,0.000,3.293,0.000,0.000,0.000,7.582,0.000,0.000,3.293,0.000,0.000,0.000,7.582,0.000,0.000,3.293,3.293,0.000,0.000,1.916,0.000,0.000,0.000,3.293,0.000,0.000,1.916,0.000,0.000,0.000,3.293,0.000,0.000,1.916,2.221,3.473,-85.268,2059439127800,1,0.000
3.470,2059439127856,4,2.282,3.517,-85.701,0.388,0.036,-0.797,7.511,0.000,0.000,3.231,0.000,0.000,0.000,7.511,0.000,0.000,3.231,0.000,0.000,0.000,7.511,0.000,0.000,3.231,3.231,0.000,0.000,1.862,0.000,0.000,0.000,3.231,0.000,0.000,1.862,0.000,0.000,0.000,3.231,0.000,0.000,1.862,2.228,3.470,-85.264,2059439127800,1,0.000
3.504,2059439127856,4,2.293,3.516,-85.712,0.388,0.035,-0.790,7.441,0.000,0.000,3.171,0.000,0.000,0.000,7.441,0.000,0.000,3.171,0.000,0.000,0.000,7.441,0.000,0.000,3.171,3.171,0.000,0.000,1.810,0.000,0.000,0.000,3.171,0.000,0.000,1.810,0.000,0.000,0.000,3.171,0.000,0.000,1.810,2.235,3.469,-85.295,2059439127800,1,0.000
3.537,2059439127856,4,2.303,3.516,-85.725,0.387,0.035,-0.784,7.373,0.000,0.000,3.112,0.000,0.000,0.000,7.373,0.000,0.000,3.112,0.000,0.000,0.000,7.373,0.000,0.000,3.112,3.112,0.000,0.000,1.760,0.000,0.000,0.000,3.112,0.000,0.000,1.760,0.000,0.000,0.000,3.112,0.000,0.000,1.760,2.245,3.472,-85.373,2059439127800,1,0.000
3.570,2059439127856,4,2.314,3.515,-85.739,0.386,0.034,-0.779,7.305,0.000,0.000,3.055,0.000,0.000,0.000,7.305,0.000,0.000,3.055,0.000,0.000,0.000,7.305,0.000,0.000,3.055,3.055,0.000,0.000,1.711,0.000,0.000,0.000,3.055,0.000,0.000,1.711,0.000,0.000,0.000,3.055,0.000,0.000,1.711,2.254,3.473,-85.420,2059439127800,1,0.000
3.604,2059439127856,4,2.325,3.515,-85.753,0.385,0.033,-0.774,7.239,0.000,0.000,2.999,0.000,0.000,0.000,7.239,0.000,0.000,2.999,0.000,0.000,0.000,7.239,0.000,0.000,2.999,2.999,0.000,0.000,1.665,0.000,0.000,0.000,2.999,0.000,0.000,1.665,0.000,0.000,0.000,2.999,0.000,0.000,1.665,2.262,3.475,-85.437,2059439127800,1,0.000
3.637,2059439127856,4,2.335,3.515,-85.766,0.384,0.033,-0.769,7.174,0.000,0.000,2.945,0.000,0.000,0.000,7.174,0.000,0.000,2.945,0.000,0.000,0.000,7.174,0.000,0.000,2.945,2.945,0.000,0.000,1.620,0.000,0.000,0.000,2.945,0.000,0.000,1.620,0.000,0.000,0.000,2.945,0.000,0.000,1.620,2.270,3.477,-85.426,2059439127800,1,0.000
3.670,2059439127856,4,2.345,3.514,-85.778,0.383,0.032,-0.764,7.110,0.000,0.000,2.893,0.000,0.000,0.000,7.110,0.000,0.000,2.893,0.000,0.000,0.000,7.110,0.000,0.000,2.893,2.893,0.000,0.000,1.576,0.000,0.000,0.000,2.893,0.000,0.000,1.576,0.000,0.000,0.000,2.893,0.000,0.000,1.576,2.277,3.476,-85.404,2059439127800,1,0.000
3.704,2059439127856,4,2.356,3.514,-85.792,0.382,0.032,-0.759,7.048,0.000,0.000,2.842,0.000,0.000,0.000,7.048,0.000,0.000,2.842,0.000,0.000,0.000,7.048,0.000,0.000,2.842,2.842,0.000,0.000,1.534,0.000,0.000,0.000,2.842,0.000,0.000,1.534,0.000,0.000,0.000,2.842,0.000,0.000,1.534,2.287,3.478,-85.495,2059439127800,1,0.000
3.737,2059439127856,4,2.366,3.514,-85.811,0.381,0.031,-0.756,6.986,0.000,0.000,2.792,0.000,0.000,0.000,6.986,0.000,0.000,2.792,0.000,0.000,0.000,6.986,0.000,0.000,2.792,2.792,0.000,0.000,1.494,0.000,0.000,0.000,2.792,0.000,0.000,1.494,0.000,0.000,0.000,2.792,0.000,0.000,1.494,2.299,3.481,-85.614,2059439127800,1,0.000
3.770,2059439127856,4,2.376,3.514,-85.831,0.380,0.031,-0.754,6.926,0.000,0.000,2.743,0.000,0.000,0.000,6.926,0.000,0.000,2.743,0.000,0.000,0.000,6.926,0.000,0.000,2.743,2.743,0.000,0.000,1.455,0.000,0.000,0.000,2.743,0.000,0.000,1.455,0.000,0.000,0.000,2.743,0.000,0.000,1.455,2.308,3.481,-85.687,2059439127800,1,0.000
3.804,2059439127856,4,2.386,3.514,-85.853,0.379,0.030,-0.753,6.866,0.000,0.000,2.696,0.000,0.000,0.000,6.866,0.000,0.000,2.696,0.000,0.000,0.000,6.866,0.000,0.000,2.696,2.696,0.000,0.000,1.417,0.000,0.000,0.000,2.696,0.000,0.000,1.417,0.000,0.000,0.000,2.696,0.000,0.000,1.417,2.316,3.483,-85.775,2059439127800,1,0.000
3.837,2059439127856,4,2.396,3.514,-85.874,0.378,0.030,-0.751,6.808,0.000,0.000,2.650,0.000,0.000,0.000,6.808,0.000,0.000,2.650,0.000,0.000,0.000,6.808,0.000,0.000,2.650,2.650,0.000,0.000,1.381,0.000,0.000,0.000,2.650,0.000,0.000,1.381,0.000,0.000,0.000,2.650,0.000,0.000,1.381,2.319,3.483,-85.748,2059439127800,1,0.000
3.871,2059439127856,4,2.406,3.514,-85.893,0.376,0.030,-0.749,6.751,0.000,0.000,2.605,0.000,0.000,0.000,6.751,0.000,0.000,2.605,0.000,0.000,0.000,6.751,0.000,0.000,2.605,2.605,0.000,0.000,1.346,0.000,0.000,0.000,2.605,0.000,0.000,1.346,0.000,0.000,0.000,2.605,0.000,0.000,1.346,2.321,3.486,-85.710,2059439127800,1,0.000
3.904,2059439127856,4,2.415,3.514,-85.908,0.375,0.029,-0.745,6.694,0.000,0.000,2.561,0.000,0.000,0.000,6.694,0.000,0.000,2.561,0.000,0.000,0.000,6.694,0.000,0.000,2.561,2.561,0.000,0.000,1.312,0.000,0.000,0.000,2.561,0.000,0.000,1.312,0.000,0.000,0.000,2.561,0.000,0.000,1.312,2.322,3.486,-85.633,2059439127800,1,0.000
3.937,2059439127856,4,2.424,3.513,-85.911,0.374,0.029,-0.737,6.638,0.000,0.000,2.518,0.000,0.000,0.000,6.638,0.000,0.000,2.518,0.000,0.000,0.000,6.638,0.000,0.000,2.518,2.518,0.000,0.000,1.279,0.000,0.000,0.000,2.518,0.000,0.000,1.279,0.000,0.000,0.000,2.518,0.000,0.000,1.279,2.314,3.472,-85.284,2059439127800,1,0.000
3.971,2059439127856,4,2.433,3.513,-85.914,0.372,0.028,-0.729,6.584,0.000,0.000,2.477,0.000,0.000,0.000,6.584,0.000,0.000,2.477,0.000,0.000,0.000,6.584,0.000,0.000,2.477,2.477,0.000,0.000,1.248,0.000,0.000,0.000,2.477,0.000,0.000,1.248,0.000,0.000,0.000,2.477,0.000,0.000,1.248,2.318,3.473,-85.268,2059439127800,1,0.000
4.004,2059439127856,4,2.441,3.513,-85.919,0.371,0.028,-0.722,6.530,0.000,0.000,2.436,0.000,0.000,0.000,6.530,0.000,0.000,2.436,0.000,0.000,0.000,6.530,0.000,0.000,2.436,2.436,0.000,0.000,1.217,0.000,0.000,0.000,2.436,0.000,0.000,1.217,0.000,0.000,0.000,2.436,0.000,0.000,1.217,2.325,3.476,-85.336,2059439127800,1,0.000
4.037,2059439127856,4,2.449,3.512,-85.913,0.369,0.027,-0.710,6.477,0.000,0.000,2.397,0.000,0.000,0.000,6.477,0.000,0.000,2.397,0.000,0.000,0.000,6.477,0.000,0.000,2.397,2.397,0.000,0.000,1.187,0.000,0.000,0.000,2.397,0.000,0.000,1.187,0.000,0.000,0.000,2.397,0.000,0.000,1.187,2.320,3.458,-85.016,2059439127800,1,0.000
4.071,2059439127856,4,2.457,3.511,-85.907,0.368,0.027,-0.700,6.425,0.000,0.000,2.358,0.000,0.000,0.000,6.425,0.000,0.000,2.358,0.000,0.000,0.000,6.425,0.000,0.000,2.358,2.358,0.000,0.000,1.158,0.000,0.000,0.000,2.358,0.000,0.000,1.158,0.000,0.000,0.000,2.358,0.000,0.000,1.158,2.325,3.464,-85.015,2059439127800,1,0.000
4.104,2059439127856,4,2.465,3.511,-85.901,0.366,0.026,-0.689,6.374,0.000,0.000,2.320,0.000,0.000,0.000,6.374,0.000,0.000,2.320,0.000,0.000,0.000,6.374,0.000,0.000,2.320,2.320,0.000,0.000,1.131,0.000,0.000,0.000,2.320,0.000,0.000,1.131,0.000,0.000,0.000,2.320,0.000,0.000,1.131,2.327,3.470,-85.000,2059439127800,1,0.000
4.137,2059439127856,4,2.472,3.510,-85.891,0.364,0.026,-0.677,6.324,0.000,0.000,2.283,0.000,0.000,0.000,6.324,0.000,0.000,2.283,0.000,0.000,0.000,6.324,0.000,0.000,2.283,2.283,0.000,0.000,1.104,0.000,0.000,0.000,2.283,0.000,0.000,1.104,0.000,0.000,0.000,2.283,0.000,0.000,1.104,2.327,3.470,-84.907,2059439127800,1,0.000
4.171,2059439127856,4,2.479,3.510,-85.881,0.363,0.025,-0.665,6.274,0.000,0.000,2.247,0.000,0.000,0.000,6.274,0.000,0.000,2.247,0.000,0.000,0.000,6.274,0.000,0.000,2.247,2.247,0.000,0.000,1.078,0.000,0.000,0.000,2.247,0.000,0.000,1.078,0.000,0.000,0.000,2.247,0.000,0.000,1.078,2.328,3.470,-84.857,2059439127800,1,0.000
4.204,2059439127856,4,2.487,3.509,-85.870,0.361,0.025,-0.654,6.225,0.000,0.000,2.212,0.000,0.000,0.000,6.225,0.000,0.000,2.212,0.000,0.000,0.000,6.225,0.000,0.000,2.212,2.212,0.000,0.000,1.052,0.000,0.000,0.000,2.212,0.000,0.000,1.052,0.000,0.000,0.000,2.212,0.000,0.000,1.052,2.332,3.468,-84.839,2059439127800,1,0.000
4.238,2059439127856,4,2.494,3.509,-85.860,0.359,0.024,-0.642,6.177,0.000,0.000,2.178,0.000,0.000,0.000,6.177,0.000,0.000,2.178,0.000,0.000,0.000,6.177,0.000,0.000,2.178,2.178,0.000,0.000,1.028,0.000,0.000,0.000,2.178,0.000,0.000,1.028,0.000,0.000,0.000,2.178,0.000,0.000,1.028,2.339,3.468,-84.861,2059439127800,1,0.000
4.271,2059439127856,4,2.501,3.508,-85.852,0.357,0.024,-0.632,6.130,0.000,0.000,2.144,0.000,0.000,0.000,6.130,0.000,0.000,2.144,0.000,0.000,0.000,6.130,0.000,0.000,2.144,2.144,0.000,0.000,1.004,0.000,0.000,0.000,2.144,0.000,0.000,1.004,0.000,0.000,0.000,2.144,0.000,0.000,1.004,2.346,3.472,-84.915,2059439127800,1,0.000
4.304,2059439127856,4,2.508,3.508,-85.844,0.356,0.023,-0.622,6.083,0.000,0.000,2.112,0.000,0.000,0.000,6.083,0.000,0.000,2.112,0.000,0.000,0.000,6.083,0.000,0.000,2.112,2.112,0.000,0.000,0.981,0.000,0.000,0.000,2.112,0.000,0.000,0.981,0.000,0.000,0.000,2.112,0.000,0.000,0.981,2.348,3.471,-84.916,2059439127800,1,0.000
4.338,2059439127856,4,2.514,3.508,-85.834,0.354,0.023,-0.612,6.037,0.000,0.000,2.080,0.000,0.000,0.000,6.037,0.000,0.000,2.080,0.000,0.000,0.000,6.037,0.000,0.000,2.080,2.080,0.000,0.000,0.959,0.000,0.000,0.000,2.080,0.000,0.000,0.959,0.000,0.000,0.000,2.080,0.000,0.000,0.959,2.347,3.470,-84.869,2059439127800,1,0.000
4.371,2059439127856,4,2.521,3.507,-85.822,0.352,0.023,-0.600,5.992,0.000,0.000,2.048,0.000,0.000,0.000,5.992,0.000,0.000,2.048,0.000,0.000,0.000,5.992,0.000,0.000,2.048,2.048,0.000,0.000,0.937,0.000,0.000,0.000,2.048,0.000,0.000,0.937,0.000,0.000,0.000,2.048,0.000,0.000,0.937,2.346,3.465,-84.773,2059439127800,1,0.000
