time,id,x_min_p,x_max_p,y_min_p,y_max_p,x_min_m,x_max_m,y_min_m,y_max_m,x_min_c,x_max_c,y_min_c,y_max_c,distance
1.48,5,516.22,706.96,385.98,524.80,448.00,626.00,343.00,462.00,491.76,677.93,370.57,502.28,67.74
1.48,6,406.43,588.96,246.88,352.40,394.00,575.00,240.00,344.00,391.52,569.88,238.24,340.95,21.62
1.52,5,493.93,680.53,374.04,506.61,544.00,742.00,411.00,563.00,522.77,715.94,395.33,539.09,104.08
1.52,2,978.68,1217.86,463.93,656.17,979.00,1236.00,468.00,656.00,978.88,1229.07,466.45,656.07,18.60
1.52,3,640.05,889.87,610.81,728.07,637.00,896.00,611.00,720.00,638.16,893.66,610.93,723.08,10.58
1.52,4,717.23,898.74,236.99,391.80,712.00,890.00,239.00,389.00,714.00,893.34,238.23,390.07,10.75
1.52,5,522.77,715.94,395.33,539.09,443.00,624.00,347.00,465.00,493.62,682.33,377.66,512.01,90.84
1.52,6,394.01,574.50,239.53,343.05,391.00,575.00,239.00,339.00,396.50,581.16,241.85,344.34,5.09
1.52,5,493.62,682.33,377.66,512.01,497.00,699.00,378.00,480.00,494.52,686.80,377.75,503.44,32.78
1.56,5,496.75,689.67,381.45,507.76,550.00,750.00,413.00,570.00,526.52,723.40,399.09,542.55,106.51
1.56,2,984.28,1236.76,471.85,662.99,984.00,1242.00,476.00,661.00,984.11,1240.00,474.42,661.76,6.98
1.56,3,641.94,899.08,618.51,728.74,640.00,902.00,616.00,719.00,640.74,900.88,616.96,722.72,10.66
1.56,5,526.52,723.40,399.09,542.55,447.00,620.00,340.00,472.00,498.00,686.32,377.90,517.25,101.62
1.56,4,717.72,898.09,239.39,392.78,720.00,892.00,239.00,391.00,719.13,894.33,239.15,391.68,6.75
1.56,6,399.13,586.16,243.25,346.53,394.00,573.00,239.00,340.00,393.23,574.02,238.96,340.12,16.13
1.60,5,500.31,689.10,381.54,522.06,547.00,755.00,415.00,573.00,527.20,727.06,400.82,551.40,101.18
1.60,2,989.61,1247.98,480.04,668.78,989.00,1246.00,482.00,673.00,989.23,1246.76,481.25,671.39,5.10
1.60,3,644.54,906.48,624.64,728.21,616.00,894.00,621.00,719.00,626.90,898.77,622.39,722.52,32.69
1.60,4,722.98,899.02,240.32,394.39,721.00,893.00,239.00,393.00,721.76,895.30,239.50,393.53,6.62
1.60,5,527.20,727.06,400.82,551.40,472.00,644.00,355.00,468.00,507.03,696.70,384.07,520.92,80.39
1.60,6,395.66,578.66,240.22,342.11,399.00,573.00,247.00,342.00,399.40,577.61,245.43,343.49,9.44
1.60,5,507.03,696.70,384.07,520.92,512.00,720.00,389.00,480.00,508.36,702.94,385.39,509.97,54.00
1.64,5,511.02,706.31,389.27,514.41,548.00,763.00,413.00,580.00,531.69,738.00,402.53,551.07,97.20
1.64,2,994.82,1254.86,487.04,678.65,988.00,1256.00,486.00,682.00,990.61,1255.56,486.40,680.72,7.76
1.64,5,531.69,738.00,402.53,551.07,472.00,649.00,354.00,468.00,510.29,706.09,385.13,521.29,90.58
1.64,4,725.63,899.93,240.67,396.26,727.00,895.00,246.00,393.00,726.48,896.88,243.96,394.25,8.08
1.64,6,402.02,582.31,246.91,345.57,391.00,563.00,245.00,351.00,394.16,568.85,245.09,348.02,22.97
1.64,3,630.08,904.18,630.15,727.84,660.00,881.00,641.00,721.00,648.57,889.85,636.85,723.61,39.96
1.68,5,512.96,709.50,388.93,526.11,547.00,769.00,414.00,589.00,532.57,743.77,403.37,562.33,96.35
1.68,2,996.13,1263.86,492.28,688.22,997.00,1258.00,499.00,694.00,996.67,1260.24,496.43,691.79,10.66
1.68,5,532.57,743.77,403.37,562.33,482.00,639.00,351.00,479.00,514.09,705.48,384.23,531.88,97.91
1.68,4,730.45,901.47,245.29,396.95,726.00,900.00,249.00,396.00,727.70,900.56,247.58,396.36,6.06
1.68,3,652.53,894.79,645.04,728.81,664.00,881.00,651.00,723.00,659.62,886.27,648.72,725.22,19.77
1.68,6,396.50,573.12,246.53,350.24,389.00,566.00,244.00,350.00,392.51,569.65,245.36,350.66,10.65
1.72,5,516.85,708.79,387.92,537.04,558.00,769.00,424.00,598.00,540.60,743.55,408.75,572.23,101.67
1.72,2,1002.31,1268.55,502.60,699.58,997.00,1266.00,503.00,695.00,999.03,1266.97,502.85,696.75,7.47
1.72,5,540.60,743.55,408.75,572.23,479.00,656.00,368.00,488.00,518.06,711.51,393.83,541.40,83.79
1.72,4,731.64,905.19,249.03,399.08,742.00,918.00,251.00,401.00,738.04,913.11,250.25,400.27,16.70
1.72,5,518.06,711.51,393.83,541.40,535.00,763.00,396.00,501.00,522.60,725.30,394.41,530.58,68.06
1.72,6,394.72,573.85,246.79,352.94,420.00,599.00,268.00,379.00,409.95,588.82,259.65,368.69,48.99
1.76,7,743.00,921.00,256.00,399.00,745.00,922.00,262.00,403.00,734.43,909.39,256.59,396.35,7.55
1.76,5,525.63,729.33,398.44,535.61,560.00,770.00,433.00,604.00,544.85,752.07,417.76,573.84,93.31
1.76,2,1004.64,1275.38,509.15,704.58,1006.00,1271.00,508.00,711.00,1005.48,1272.67,508.44,708.55,7.97
1.76,5,544.85,752.07,417.76,573.84,480.00,648.00,349.00,489.00,521.59,714.75,393.10,543.42,115.38
1.76,4,742.30,918.13,251.78,403.08,748.00,919.00,264.00,406.00,745.82,918.67,259.33,404.89,13.83
1.76,6,412.80,593.70,261.61,371.65,408.00,590.00,260.00,382.00,410.09,591.78,260.78,378.28,12.10
1.76,5,521.59,714.75,393.10,543.42,528.00,753.00,389.00,497.00,523.28,724.84,392.02,531.17,46.32
1.80,5,526.28,728.76,395.87,536.13,561.00,773.00,441.00,610.00,545.67,753.46,421.06,577.37,103.22
1.80,2,1011.22,1281.13,514.84,716.69,1015.00,1282.00,514.00,711.00,1013.55,1281.67,514.32,713.17,6.94
1.80,4,750.30,923.79,261.20,407.82,754.00,925.00,264.00,412.00,752.59,924.54,262.93,410.40,6.36
1.80,5,545.67,753.46,421.06,577.37,478.00,658.00,346.00,501.00,521.42,719.26,394.17,550.01,105.17
1.80,6,412.88,596.68,262.75,381.57,411.00,590.00,266.00,385.00,411.56,592.33,264.66,383.54,8.40
1.84,5,524.28,722.87,398.02,555.64,567.00,781.00,445.00,617.00,548.88,756.35,425.08,590.98,105.72
1.84,2,1019.48,1290.30,520.82,721.33,1016.00,1286.00,518.00,714.00,1017.33,1287.64,519.08,716.80,9.61
1.84,4,757.24,929.78,264.92,413.49,757.00,932.00,268.00,423.00,757.09,931.15,266.82,419.37,10.24
1.84,5,548.88,756.35,425.08,590.98,484.00,658.00,362.00,507.00,525.17,720.41,402.03,560.29,97.43
1.88,5,528.10,723.97,406.11,566.23,567.00,786.00,448.00,624.00,550.56,759.78,430.29,599.58,102.24
1.88,2,1023.26,1296.32,525.63,724.93,1020.00,1286.00,524.00,718.00,1021.25,1289.94,524.62,720.65,12.96
1.88,5,550.56,759.78,430.29,599.58,485.00,666.00,364.00,511.00,526.56,725.46,406.03,567.16,100.21
1.88,4,761.82,936.54,268.93,422.74,763.00,930.00,267.00,427.00,762.55,932.50,267.74,425.37,8.13
1.88,6,417.15,602.06,268.88,390.53,414.00,584.00,261.00,386.00,410.33,582.44,260.25,383.00,20.47
1.92,7,732.98,907.42,256.69,395.90,761.00,937.00,273.00,421.00,727.67,896.64,260.19,401.25,50.56
1.92,5,529.48,729.13,410.18,573.28,569.00,789.00,454.00,635.00,552.30,763.69,435.48,608.91,104.29
1.92,2,1027.19,1298.51,531.26,728.75,1012.00,1276.00,531.00,725.00,1017.80,1284.60,531.10,726.43,27.42
1.92,4,767.39,937.82,269.86,428.92,754.00,938.00,273.00,435.00,759.12,937.93,271.80,432.68,15.04
1.92,5,552.30,763.69,435.48,608.91,488.00,663.00,366.00,514.00,528.76,726.84,410.05,574.17,107.51
1.96,5,531.69,730.47,414.27,580.46,563.00,791.00,454.00,641.00,549.77,765.42,437.21,615.41,99.43
1.96,2,1023.47,1292.75,537.85,734.58,1026.00,1273.00,535.00,722.00,1025.03,1280.54,536.09,726.81,23.73
1.96,4,763.71,943.34,274.05,436.44,767.00,941.00,277.00,429.00,765.74,941.89,275.87,431.84,8.96
1.96,5,549.77,765.42,437.21,615.41,494.00,661.00,386.00,520.00,529.36,727.20,418.47,580.49,103.45
1.96,6,415.53,590.93,263.96,389.72,416.00,572.00,262.00,386.00,414.60,575.26,261.71,385.80,19.40
2.00,5,532.23,730.75,422.93,586.92,562.00,803.00,462.00,648.00,549.42,772.46,445.49,622.18,106.60
2.00,2,1030.83,1288.33,542.89,734.78,1042.00,1279.00,547.00,720.00,1037.73,1282.56,545.43,725.65,21.14
2.00,5,549.42,772.46,445.49,622.18,499.00,672.00,375.00,527.00,530.96,735.69,419.69,587.34,102.19
2.00,4,770.50,947.33,278.25,435.49,768.00,950.00,278.00,431.00,768.95,948.98,278.10,432.72,5.80
2.00,5,530.96,735.69,419.69,587.34,523.00,743.00,426.00,522.00,528.83,737.65,421.38,569.84,66.78
2.04,5,531.61,741.52,425.87,575.72,560.00,805.00,473.00,657.00,547.48,777.01,452.22,621.16,116.89
2.04,2,1043.89,1290.21,552.45,733.38,1044.00,1277.00,552.00,718.00,1043.96,1282.05,552.17,723.87,20.28
2.04,5,547.48,777.01,452.22,621.16,504.00,680.00,388.00,532.00,531.89,742.22,429.19,589.19,88.84
2.04,4,773.72,954.56,280.53,436.32,770.00,958.00,278.00,431.00,771.42,956.69,278.97,433.03,7.77
2.08,5,534.71,746.18,433.89,595.72,571.00,805.00,486.00,667.00,555.61,780.06,463.91,636.78,112.13
2.08,2,1050.21,1289.45,559.30,731.33,1046.00,1276.00,560.00,724.00,1047.61,1281.14,559.73,726.80,15.91
2.08,5,555.61,780.06,463.91,636.78,502.00,695.00,383.00,540.00,536.02,748.97,434.34,601.41,96.87
2.08,4,776.17,962.44,281.39,436.57,773.00,963.00,285.00,436.00,774.21,962.79,283.62,436.22,4.87
2.08,6,422.50,586.47,267.23,395.92,427.00,587.00,275.00,402.00,415.95,572.87,266.97,391.25,10.86
2.12,7,724.40,891.43,261.09,401.75,766.00,964.00,291.00,443.00,735.20,922.98,277.72,423.26,97.94
2.12,5,538.92,753.09,439.14,608.30,564.00,808.00,484.00,675.00,553.40,784.79,465.04,646.80,100.52
2.12,2,1053.84,1288.29,566.99,734.17,1055.00,1275.00,568.00,728.00,1054.56,1280.08,567.62,730.36,14.73
2.12,5,553.40,784.79,465.04,646.80,507.00,698.00,378.00,545.00,536.42,753.02,433.18,609.55,108.63
2.12,4,778.95,968.64,286.19,439.79,773.00,972.00,287.00,442.00,775.27,970.72,286.69,441.16,7.23
2.16,5,539.25,757.20,437.83,616.63,575.00,812.00,489.00,681.00,559.89,788.84,467.37,653.80,105.08
2.16,2,1060.90,1286.96,575.02,737.66,1067.00,1280.00,578.00,727.00,1064.67,1282.66,576.86,731.07,14.43
2.16,5,559.89,788.84,467.37,653.80,510.00,705.00,390.00,546.00,541.63,758.15,439.05,614.34,104.20
2.16,4,779.94,976.74,289.34,444.85,776.00,974.00,288.00,450.00,777.50,975.05,288.51,448.03,7.17
2.16,6,420.83,579.39,270.77,397.95,421.00,582.00,274.00,403.00,426.49,588.93,276.71,406.90,6.54
2.20,5,544.59,762.43,443.83,621.48,582.00,816.00,501.00,688.00,566.19,793.36,476.84,659.89,109.37
2.20,2,1071.26,1289.42,584.47,738.19,1067.00,1282.00,584.00,727.00,1068.63,1284.83,584.18,731.27,14.09
2.20,5,566.19,793.36,476.84,659.89,512.00,729.00,397.00,544.00,546.36,769.80,447.61,617.47,101.86
2.20,6,429.18,592.59,278.89,410.69,429.00,586.00,274.00,409.00,423.31,580.46,272.05,404.11,8.38
2.20,4,782.13,981.10,291.19,451.90,788.00,986.00,294.00,441.00,785.76,984.13,292.93,445.17,13.61
2.24,5,549.42,774.43,452.62,624.59,583.00,814.00,510.00,699.00,568.81,797.28,485.75,667.55,107.34
2.24,5,568.81,797.28,485.75,667.55,517.00,727.00,400.00,559.00,549.85,771.55,454.36,627.82,101.84
2.24,2,1075.20,1291.45,591.89,738.18,1063.00,1283.00,592.00,722.00,1067.66,1286.23,591.96,728.18,21.96
2.24,6,425.80,583.66,273.99,407.72,429.00,591.00,277.00,413.00,431.56,593.38,278.28,414.61,10.05
2.24,4,790.59,990.39,295.73,448.83,788.00,992.00,298.00,454.00,788.99,991.38,297.13,452.03,6.41
2.28,5,552.97,776.14,459.52,635.20,591.00,821.00,514.00,709.00,574.92,802.04,490.97,677.81,108.96
2.28,5,574.92,802.04,490.97,677.81,522.00,729.00,403.00,569.00,555.55,775.31,458.77,637.98,103.72
2.28,4,793.82,997.78,300.06,455.87,792.00,996.00,295.00,457.00,792.69,996.68,296.93,456.57,5.77
2.28,6,434.29,596.98,280.42,418.55,431.00,593.00,280.00,418.00,429.85,591.22,278.61,415.90,5.21
2.28,2,1074.02,1292.67,599.80,734.75,1069.00,1284.00,602.00,727.00,1070.92,1287.31,601.16,729.96,12.85
2.28,5,555.55,775.31,458.77,637.98,575.00,799.00,460.00,563.00,560.76,781.65,459.10,617.89,78.88
2.32,5,564.23,786.53,464.33,624.72,593.00,831.00,515.00,716.00,580.32,811.39,492.66,675.75,117.06
2.32,5,580.32,811.39,492.66,675.75,528.00,732.00,411.00,573.00,561.56,782.92,463.38,638.91,99.03
2.32,6,432.44,594.60,280.71,419.81,431.00,596.00,283.00,420.00,433.03,597.50,283.09,421.36,3.05
2.32,4,797.54,1003.13,299.79,460.50,808.00,1000.00,302.00,460.00,804.00,1001.19,301.16,460.19,11.15
2.32,2,1077.23,1293.56,609.18,736.38,1073.00,1277.00,609.00,719.00,1074.61,1283.33,609.07,725.64,24.38
2.36,5,564.97,787.73,468.65,646.42,592.00,837.00,519.00,722.00,580.54,816.11,497.65,689.95,106.80
2.36,5,580.54,816.11,497.65,689.95,535.00,731.00,409.00,576.00,563.89,785.00,465.25,648.31,112.40
2.36,4,809.16,1007.66,304.13,464.17,813.00,1002.00,303.00,465.00,811.53,1004.16,303.43,464.68,6.98
2.36,6,435.66,601.02,285.32,425.41,436.00,599.00,275.00,423.00,434.94,598.50,278.33,423.02,10.79
2.36,2,1080.89,1289.19,617.21,731.66,1089.00,1276.00,616.00,721.00,1085.90,1281.04,616.46,725.07,18.84
2.40,5,567.31,789.78,470.48,656.03,601.00,831.00,531.00,720.00,586.76,813.57,505.41,692.95,102.91
2.40,5,586.76,813.57,505.41,692.95,538.00,728.00,417.00,583.00,568.91,782.25,473.06,652.71,113.44
2.40,4,816.86,1010.58,306.44,468.74,816.00,1004.00,304.00,471.00,816.33,1006.51,304.93,470.14,7.42
2.40,6,437.56,601.93,280.32,427.04,447.00,611.00,297.00,430.00,443.97,608.32,291.00,429.43,21.41
2.40,8,304.00,417.00,174.00,239.00,300.00,419.00,172.00,241.00,297.28,412.78,170.35,237.15,5.29
2.44,5,572.44,786.79,478.47,660.44,606.00,832.00,538.00,718.00,591.81,812.89,512.84,693.67,100.14
2.44,5,591.81,812.89,512.84,693.67,537.00,738.00,425.00,591.00,571.75,785.48,480.69,656.09,106.38
2.44,4,821.71,1012.85,307.94,474.31,827.00,1005.00,306.00,473.00,824.98,1008.00,306.74,473.50,9.75
2.44,6,446.86,612.02,293.43,433.61,442.00,614.00,296.00,435.00,443.49,612.75,294.78,434.12,6.01
2.44,8,297.01,412.61,170.20,237.07,304.00,415.00,178.00,241.00,304.35,418.23,176.78,241.90,11.44
2.48,5,575.29,790.02,486.27,663.77,612.00,835.00,547.00,721.00,596.49,815.99,521.33,696.81,101.65
2.48,5,596.49,815.99,521.33,696.81,539.00,733.00,428.00,597.00,575.44,785.61,487.17,660.28,111.46
2.48,4,830.56,1014.22,309.76,477.70,830.00,1011.00,313.00,474.00,830.21,1012.23,311.76,475.41,5.91
2.48,6,446.28,616.50,297.31,438.39,443.00,616.00,298.00,441.00,444.48,616.50,297.88,440.22,4.28
2.48,8,304.37,418.28,176.89,242.02,296.00,415.00,175.00,241.00,297.25,413.59,174.60,239.85,9.24
2.52,5,579.04,790.03,492.87,667.95,607.00,841.00,554.00,721.00,595.18,819.46,528.17,698.58,99.65
2.52,5,595.18,819.46,528.17,698.58,543.00,737.00,430.00,610.00,576.08,789.28,492.23,666.16,106.88
2.52,6,447.22,620.28,300.48,444.64,437.00,624.00,300.00,449.00,440.76,622.38,300.09,447.20,11.73
2.52,8,296.98,413.46,174.62,239.88,293.00,418.00,172.00,245.00,295.69,417.90,173.69,243.99,8.34
2.52,4,835.86,1018.44,314.91,479.58,827.00,1020.00,314.00,483.00,830.38,1019.41,314.35,481.69,9.66
2.56,5,579.60,793.71,498.00,673.87,542.00,742.00,441.00,615.00,557.89,763.86,465.09,639.88,103.94
2.56,5,557.89,763.86,465.09,639.88,615.00,846.00,564.00,722.00,578.80,793.92,501.29,669.94,103.24
2.56,4,835.88,1025.73,317.54,486.00,829.00,1028.00,321.00,493.00,831.63,1027.13,319.68,490.33,10.65
2.56,8,295.36,417.93,173.68,244.19,291.00,417.00,174.00,244.00,291.94,416.34,173.45,243.48,4.48
2.56,6,443.27,626.27,302.71,451.80,439.00,616.00,303.00,457.00,440.72,620.04,302.95,455.10,12.28
2.60,5,582.32,798.41,507.28,677.62,547.00,745.00,445.00,624.00,561.93,767.57,471.32,646.66,104.18
2.60,5,561.93,767.57,471.32,646.66,616.00,852.00,570.00,720.00,581.72,798.48,507.44,673.50,98.67
2.60,6,443.13,623.71,305.62,459.91,440.00,631.00,314.00,459.00,441.14,628.14,310.76,459.29,11.58
2.60,4,837.03,1033.58,323.01,494.87,834.00,1032.00,328.00,493.00,835.16,1032.60,326.09,493.71,6.33
2.60,8,291.46,416.31,173.43,243.66,283.00,419.00,168.00,246.00,286.67,418.60,170.34,245.47,10.67
2.64,5,585.26,803.01,513.53,681.13,549.00,752.00,450.00,627.00,564.33,773.56,476.85,649.88,104.32
2.64,5,564.33,773.56,476.85,649.88,620.00,855.00,575.00,718.00,584.70,803.37,512.78,674.81,95.12
2.64,6,443.48,632.00,313.68,464.16,447.00,638.00,317.00,460.00,445.69,635.75,315.76,461.62,8.76
2.64,4,840.54,1039.08,329.61,498.27,836.00,1039.00,328.00,498.00,837.74,1039.03,328.62,498.10,4.83
2.64,8,285.98,418.67,170.19,245.73,281.00,415.00,172.00,245.00,282.64,416.01,171.15,245.05,6.49
2.68,5,588.27,807.96,518.92,682.28,558.00,770.00,449.00,639.00,570.79,786.05,478.55,657.29,95.50
2.68,5,570.79,786.05,478.55,657.29,618.00,856.00,583.00,720.00,588.07,811.65,516.78,680.25,93.38
2.68,4,843.07,1045.58,332.16,502.72,845.00,1052.00,335.00,506.00,844.26,1049.55,333.91,504.75,7.99
2.68,6,448.12,639.79,318.81,466.48,446.00,648.00,309.00,467.00,446.79,644.83,312.73,466.78,12.98
2.68,8,281.79,415.97,171.04,245.29,282.00,419.00,172.00,247.00,282.08,418.08,171.73,246.49,3.61
2.72,5,591.66,816.44,522.94,687.73,561.00,780.00,457.00,640.00,573.96,795.40,484.87,660.17,94.31
2.72,4,849.69,1056.32,337.59,509.51,846.00,1058.00,335.00,506.00,847.41,1057.36,335.99,507.34,5.96
2.72,5,573.96,795.40,484.87,660.17,616.00,874.00,593.00,720.00,589.35,824.17,524.45,682.07,99.27
2.72,6,449.18,649.10,315.60,471.72,447.00,635.00,302.00,475.00,447.84,640.40,307.20,473.76,19.98
2.72,8,281.21,418.13,171.64,246.79,284.00,414.00,175.00,245.00,282.84,415.43,173.66,245.59,6.27
2.76,4,852.81,1064.25,339.67,512.09,851.00,1063.00,337.00,509.00,851.69,1063.48,338.02,510.18,4.64
2.76,5,592.88,829.32,530.75,689.42,564.00,787.00,461.00,655.00,576.21,804.89,490.48,669.55,93.14
2.76,6,450.18,644.36,309.78,478.87,434.00,641.00,322.00,471.00,440.17,642.27,317.33,474.00,22.01
2.76,5,576.21,804.89,490.48,669.55,614.00,868.00,595.00,719.00,590.04,827.99,528.74,687.65,83.34
2.76,8,282.00,415.37,173.64,245.85,279.00,415.00,171.00,246.00,280.21,415.23,172.05,246.00,4.02
2.80,4,857.10,1070.42,341.70,514.91,853.00,1073.00,340.00,519.00,854.56,1072.01,340.65,517.44,6.56
2.80,5,593.49,833.15,535.05,695.01,566.00,787.00,472.00,652.00,577.62,806.50,498.65,670.18,93.33
2.80,6,442.11,646.17,320.24,478.99,439.00,638.00,323.00,477.00,440.19,641.13,321.95,477.77,9.39
2.80,5,577.62,806.50,498.65,670.18,636.00,875.00,612.00,720.00,598.99,831.58,540.14,688.41,100.52
2.80,8,279.27,415.16,171.97,246.27,284.00,413.00,174.00,247.00,282.16,413.77,173.20,246.69,5.63
2.84,6,442.05,644.85,324.97,482.79,441.00,638.00,324.00,482.00,441.40,640.61,324.37,482.30,7.04
2.84,4,859.92,1079.10,344.35,522.33,868.00,1073.00,344.00,526.00,864.91,1075.33,344.13,524.60,10.77
2.84,5,602.69,836.74,546.74,695.59,567.00,796.00,481.00,664.00,582.09,813.22,508.79,677.35,90.85
2.84,5,582.09,813.22,508.79,677.35,638.00,876.00,620.00,723.00,602.55,836.20,549.49,694.06,94.37
2.84,8,281.31,413.64,173.17,246.99,281.00,421.00,171.00,249.00,281.14,418.22,171.84,248.25,7.94
2.88,4,870.51,1082.34,347.89,529.65,874.00,1080.00,352.00,536.00,872.67,1080.89,350.43,533.57,8.65
2.88,6,443.21,644.18,327.41,487.37,444.00,642.00,326.00,486.00,443.70,642.83,326.54,486.53,3.04
2.88,5,606.29,841.39,556.30,701.24,572.00,793.00,488.00,667.00,586.49,813.45,516.87,681.47,96.72
2.88,5,586.49,813.45,516.87,681.47,655.00,870.00,630.00,725.00,611.57,834.15,558.28,697.40,95.85
2.88,8,280.26,418.28,171.76,248.61,279.00,423.00,169.00,252.00,279.47,421.17,170.05,250.69,6.56
2.92,6,445.51,646.35,329.59,491.64,448.00,643.00,330.00,492.00,447.05,644.28,329.84,491.86,4.21
2.92,5,615.55,839.12,565.27,704.50,572.00,799.00,492.00,681.00,590.41,815.96,522.97,690.93,97.09
2.92,4,878.41,1087.92,354.34,538.85,885.00,1086.00,360.00,538.00,882.48,1086.73,357.84,538.32,8.94
2.92,5,590.41,815.96,522.97,690.93,652.00,868.00,639.00,724.00,612.95,835.01,565.44,703.04,89.33
2.92,8,278.53,421.34,169.89,251.15,285.00,420.00,171.00,252.00,282.54,420.53,170.58,251.68,6.76
2.96,4,888.44,1093.78,361.96,543.65,887.00,1094.00,364.00,541.00,887.55,1093.92,363.22,542.01,3.65
2.96,5,616.88,839.85,572.54,710.13,574.00,815.00,496.00,691.00,592.12,825.50,528.35,699.09,93.17
2.96,6,448.91,647.72,332.95,497.06,454.00,645.00,332.00,501.00,452.05,646.04,332.36,499.49,7.06
2.96,8,281.73,420.67,170.45,252.17,283.00,425.00,169.00,251.00,282.51,423.34,169.55,251.44,4.88
3.00,5,595.10,829.82,533.79,705.79,580.00,826.00,502.00,705.00,585.86,827.48,514.33,705.31,35.41
3.00,6,454.02,649.41,335.49,504.86,456.00,653.00,338.00,511.00,455.24,651.63,337.04,508.65,7.80
3.00,4,893.54,1101.04,367.46,547.35,894.00,1100.00,371.00,550.00,893.82,1100.40,369.65,548.99,4.57
3.00,8,281.71,423.60,169.38,251.92,285.00,420.00,167.00,250.00,283.75,421.38,167.91,250.74,5.75
3.04,5,588.47,831.72,519.02,712.04,592.00,827.00,508.00,709.00,590.65,828.81,512.22,710.16,12.86
3.04,6,457.25,655.09,340.28,514.25,464.00,653.00,340.00,506.00,461.42,653.80,340.11,509.15,10.86
3.04,4,899.89,1107.57,374.05,554.46,903.00,1105.00,371.00,554.00,901.81,1105.98,372.16,554.18,5.08
3.04,8,283.01,421.56,167.67,251.18,286.00,422.00,173.00,249.00,284.86,421.83,170.96,249.83,6.50
3.08,6,463.59,657.21,343.38,514.62,467.00,655.00,344.00,511.00,465.70,655.84,343.76,512.38,5.48
3.08,5,593.33,832.94,516.64,716.86,595.00,834.00,517.00,715.00,594.36,833.60,516.86,715.71,2.73
3.08,4,908.01,1113.15,376.56,559.71,909.00,1121.00,376.00,563.00,908.62,1118.00,376.21,561.75,8.58
3.08,8,284.18,422.02,170.85,250.23,284.00,421.00,170.00,252.00,284.07,421.39,170.33,251.33,2.22
3.12,6,467.95,659.20,347.10,517.84,470.00,657.00,347.00,516.00,469.22,657.84,347.04,516.70,3.53
3.12,5,597.08,837.77,521.28,722.39,598.00,846.00,520.00,716.00,597.65,842.86,520.49,718.44,10.54
3.12,4,914.92,1125.44,380.67,567.44,903.00,1120.00,378.00,569.00,907.55,1122.08,379.02,568.40,13.46
3.12,8,283.37,421.57,170.19,251.78,288.00,421.00,173.00,253.00,286.23,421.22,171.93,252.53,5.58
3.16,6,471.53,661.14,350.41,522.18,469.00,663.00,345.00,525.00,469.96,662.29,347.07,523.92,6.86
3.16,4,913.62,1129.45,383.48,574.21,904.00,1124.00,382.00,578.00,907.67,1126.08,382.57,576.55,11.78
3.16,5,600.38,847.24,524.87,725.00,603.00,843.00,529.00,720.00,602.00,844.62,527.42,721.91,8.18
3.16,8,285.63,421.39,171.85,253.03,293.00,421.00,176.00,255.00,290.19,421.15,174.42,254.25,8.69
3.20,6,472.21,665.63,350.36,529.54,471.00,667.00,350.00,534.00,471.46,666.48,350.14,532.30,4.83
3.20,5,604.79,848.92,531.89,728.37,602.00,833.00,536.00,723.00,603.07,839.08,534.43,725.05,17.52
3.20,4,913.56,1133.39,387.06,582.53,905.00,1137.00,385.00,579.00,908.27,1135.62,385.79,580.35,10.15
3.20,8,289.76,421.32,174.45,254.81,294.00,418.00,175.00,253.00,292.38,419.27,174.79,253.69,5.70
3.24,6,473.69,669.85,353.46,538.10,471.00,677.00,357.00,547.00,472.03,674.27,355.65,543.60,12.25
3.24,4,913.99,1143.08,390.30,586.32,904.00,1145.00,395.00,592.00,907.81,1144.27,393.20,589.83,12.56
3.24,5,605.78,843.00,539.00,731.40,604.00,834.00,542.00,728.00,604.68,837.44,540.85,729.30,10.24
3.24,8,292.06,419.36,174.84,254.22,295.00,420.00,176.00,257.00,293.88,419.75,175.56,255.94,4.26
3.28,6,474.18,677.82,359.10,549.69,469.00,679.00,361.00,555.00,470.98,678.55,360.27,552.97,7.75
3.28,5,607.35,841.13,545.49,735.59,608.00,837.00,556.00,727.00,607.75,838.58,551.99,730.28,14.20
3.28,4,913.32,1151.84,397.90,596.03,921.00,1150.00,403.00,596.00,918.07,1150.70,401.05,596.01,9.40
3.28,8,293.63,419.86,175.64,256.55,298.00,425.00,179.00,254.00,296.33,423.04,177.71,254.98,7.96
3.32,6,473.01,682.14,363.81,559.28,473.00,681.00,370.00,557.00,473.00,681.43,367.64,557.87,6.69
3.32,5,610.43,842.16,556.89,736.37,610.00,844.00,564.00,727.00,610.16,843.30,561.28,730.58,11.91
3.32,4,923.79,1158.30,405.94,602.29,929.00,1153.00,412.00,606.00,927.01,1155.02,409.69,604.58,10.28
