time,id,class_id,x,y,z,vx,vy,vz,sigma_00,sigma_01,sigma_02,sigma_03,sigma_04,sigma_05,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_50,sigma_51,sigma_52,sigma_53,sigma_54,sigma_55,x_pattern,y_pattern,z_pattern,pattern,status,collision_p,c_time,c_x,c_y,c_z,c_sigma_00,c_sigma_01,c_sigma_02,c_sigma_03,c_sigma_04,c_sigma_05,c_sigma_10,c_sigma_11,c_sigma_12,c_sigma_13,c_sigma_14,c_sigma_15,c_sigma_20,c_sigma_21,c_sigma_22,c_sigma_23,c_sigma_24,c_sigma_25,c_sigma_30,c_sigma_31,c_sigma_32,c_sigma_33,c_sigma_34,c_sigma_35,c_sigma_40,c_sigma_41,c_sigma_42,c_sigma_43,c_sigma_44,c_sigma_45,c_sigma_50,c_sigma_51,c_sigma_52,c_sigma_53,c_sigma_54,c_sigma_55
13.780,2335265343192,13,-0.126,0.086,-4.805,-0.002,-0.012,0.060,1.925,0.000,0.000,0.209,0.000,0.000,0.000,1.925,0.000,0.000,0.209,0.000,0.000,0.000,1.925,0.000,0.000,0.209,0.209,0.000,0.000,0.030,0.000,0.000,0.000,0.209,0.000,0.000,0.030,0.000,0.000,0.000,0.209,0.000,0.000,0.030,-0.229,-0.032,-5.062,2335265343136,1,0.012,18.003,-0.085,0.073,-4.467,5.278,0.000,0.000,0.415,0.000,0.000,0.000,5.278,0.000,0.000,0.415,0.000,0.000,0.000,5.278,0.000,0.000,0.415,0.415,0.000,0.000,0.036,0.000,0.000,0.000,0.415,0.000,0.000,0.036,0.000,0.000,0.000,0.415,0.000,0.000,0.036
13.814,2335265343192,13,-0.127,0.084,-4.806,-0.002,-0.012,0.059,1.921,0.000,0.000,0.208,0.000,0.000,0.000,1.921,0.000,0.000,0.208,0.000,0.000,0.000,1.921,0.000,0.000,0.208,0.208,0.000,0.000,0.030,0.000,0.000,0.000,0.208,0.000,0.000,0.030,0.000,0.000,0.000,0.208,0.000,0.000,0.030,-0.226,-0.034,-5.051,2335265343136,1,0.012,18.003,-0.085,0.073,-4.467,5.278,0.000,0.000,0.415,0.000,0.000,0.000,5.278,0.000,0.000,0.415,0.000,0.000,0.000,5.278,0.000,0.000,0.415,0.415,0.000,0.000,0.036,0.000,0.000,0.000,0.415,0.000,0.000,0.036,0.000,0.000,0.000,0.415,0.000,0.000,0.036
13.847,2335265343192,13,-0.128,0.083,-4.806,-0.002,-0.012,0.059,1.916,0.000,0.000,0.207,0.000,0.000,0.000,1.916,0.000,0.000,0.207,0.000,0.000,0.000,1.916,0.000,0.000,0.207,0.207,0.000,0.000,0.030,0.000,0.000,0.000,0.207,0.000,0.000,0.030,0.000,0.000,0.000,0.207,0.000,0.000,0.030,-0.221,-0.036,-5.036,2335265343136,1,0.012,18.003,-0.085,0.073,-4.467,5.278,0.000,0.000,0.415,0.000,0.000,0.000,5.278,0.000,0.000,0.415,0.000,0.000,0.000,5.278,0.000,0.000,0.415,0.415,0.000,0.000,0.036,0.000,0.000,0.000,0.415,0.000,0.000,0.036,0.000,0.000,0.000,0.415,0.000,0.000,0.036
13.881,2335265343192,13,-0.129,0.081,-4.806,-0.002,-0.012,0.059,1.912,0.000,0.000,0.206,0.000,0.000,0.000,1.912,0.000,0.000,0.206,0.000,0.000,0.000,1.912,0.000,0.000,0.206,0.206,0.000,0.000,0.030,0.000,0.000,0.000,0.206,0.000,0.000,0.030,0.000,0.000,0.000,0.206,0.000,0.000,0.030,-0.219,-0.038,-5.027,2335265343136,1,0.012,18.003,-0.085,0.073,-4.467,5.278,0.000,0.000,0.415,0.000,0.000,0.000,5.278,0.000,0.000,0.415,0.000,0.000,0.000,5.278,0.000,0.000,0.415,0.415,0.000,0.000,0.036,0.000,0.000,0.000,0.415,0.000,0.000,0.036,0.000,0.000,0.000,0.415,0.000,0.000,0.036
13.914,2335265343192,13,-0.130,0.080,-4.806,-0.002,-0.012,0.059,1.907,0.000,0.000,0.205,0.000,0.000,0.000,1.907,0.000,0.000,0.205,0.000,0.000,0.000,1.907,0.000,0.000,0.205,0.205,0.000,0.000,0.030,0.000,0.000,0.000,0.205,0.000,0.000,0.030,0.000,0.000,0.000,0.205,0.000,0.000,0.030,-0.215,-0.040,-5.017,2335265343136,1,0.012,18.003,-0.085,0.073,-4.467,5.278,0.000,0.000,0.415,0.000,0.000,0.000,5.278,0.000,0.000,0.415,0.000,0.000,0.000,5.278,0.000,0.000,0.415,0.415,0.000,0.000,0.036,0.000,0.000,0.000,0.415,0.000,0.000,0.036,0.000,0.000,0.000,0.415,0.000,0.000,0.036
13.947,2335265343192,13,-0.131,0.078,-4.806,-0.002,-0.013,0.058,1.902,0.000,0.000,0.204,0.000,0.000,0.000,1.902,0.000,0.000,0.204,0.000,0.000,0.000,1.902,0.000,0.000,0.204,0.204,0.000,0.000,0.029,0.000,0.000,0.000,0.204,0.000,0.000,0.029,0.000,0.000,0.000,0.204,0.000,0.000,0.029,-0.211,-0.041,-5.005,2335265343136,1,0.012,18.003,-0.085,0.073,-4.467,5.278,0.000,0.000,0.415,0.000,0.000,0.000,5.278,0.000,0.000,0.415,0.000,0.000,0.000,5.278,0.000,0.000,0.415,0.415,0.000,0.000,0.036,0.000,0.000,0.000,0.415,0.000,0.000,0.036,0.000,0.000,0.000,0.415,0.000,0.000,0.036
13.981,2335265343192,13,-0.132,0.077,-4.806,-0.002,-0.013,0.058,1.898,0.000,0.000,0.203,0.000,0.000,0.000,1.898,0.000,0.000,0.203,0.000,0.000,0.000,1.898,0.000,0.000,0.203,0.203,0.000,0.000,0.029,0.000,0.000,0.000,0.203,0.000,0.000,0.029,0.000,0.000,0.000,0.203,0.000,0.000,0.029,-0.206,-0.042,-4.988,2335265343136,1,0.012,18.003,-0.085,0.073,-4.467,5.278,0.000,0.000,0.415,0.000,0.000,0.000,5.278,0.000,0.000,0.415,0.000,0.000,0.000,5.278,0.000,0.000,0.415,0.415,0.000,0.000,0.036,0.000,0.000,0.000,0.415,0.000,0.000,0.036,0.000,0.000,0.000,0.415,0.000,0.000,0.036
14.014,2335265343192,13,-0.133,0.075,-4.806,-0.002,-0.013,0.058,1.893,0.000,0.000,0.202,0.000,0.000,0.000,1.893,0.000,0.000,0.202,0.000,0.000,0.000,1.893,0.000,0.000,0.202,0.202,0.000,0.000,0.029,0.000,0.000,0.000,0.202,0.000,0.000,0.029,0.000,0.000,0.000,0.202,0.000,0.000,0.029,-0.201,-0.043,-4.973,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.047,2335265343192,13,-0.133,0.073,-4.805,-0.002,-0.013,0.058,1.889,0.000,0.000,0.201,0.000,0.000,0.000,1.889,0.000,0.000,0.201,0.000,0.000,0.000,1.889,0.000,0.000,0.201,0.201,0.000,0.000,0.029,0.000,0.000,0.000,0.201,0.000,0.000,0.029,0.000,0.000,0.000,0.201,0.000,0.000,0.029,-0.195,-0.044,-4.961,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.081,2335265343192,13,-0.134,0.072,-4.805,-0.002,-0.013,0.058,1.885,0.000,0.000,0.201,0.000,0.000,0.000,1.885,0.000,0.000,0.201,0.000,0.000,0.000,1.885,0.000,0.000,0.201,0.201,0.000,0.000,0.028,0.000,0.000,0.000,0.201,0.000,0.000,0.028,0.000,0.000,0.000,0.201,0.000,0.000,0.028,-0.190,-0.045,-4.951,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.114,2335265343192,13,-0.134,0.070,-4.804,-0.002,-0.013,0.058,1.880,0.000,0.000,0.200,0.000,0.000,0.000,1.880,0.000,0.000,0.200,0.000,0.000,0.000,1.880,0.000,0.000,0.200,0.200,0.000,0.000,0.028,0.000,0.000,0.000,0.200,0.000,0.000,0.028,0.000,0.000,0.000,0.200,0.000,0.000,0.028,-0.186,-0.045,-4.947,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.147,2335265343192,13,-0.135,0.069,-4.803,-0.003,-0.013,0.058,1.876,0.000,0.000,0.199,0.000,0.000,0.000,1.876,0.000,0.000,0.199,0.000,0.000,0.000,1.876,0.000,0.000,0.199,0.199,0.000,0.000,0.028,0.000,0.000,0.000,0.199,0.000,0.000,0.028,0.000,0.000,0.000,0.199,0.000,0.000,0.028,-0.183,-0.046,-4.944,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.181,2335265343192,13,-0.135,0.067,-4.803,-0.003,-0.013,0.057,1.871,0.000,0.000,0.198,0.000,0.000,0.000,1.871,0.000,0.000,0.198,0.000,0.000,0.000,1.871,0.000,0.000,0.198,0.198,0.000,0.000,0.028,0.000,0.000,0.000,0.198,0.000,0.000,0.028,0.000,0.000,0.000,0.198,0.000,0.000,0.028,-0.179,-0.046,-4.936,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.214,2335265343192,13,-0.136,0.066,-4.802,-0.003,-0.014,0.057,1.867,0.000,0.000,0.197,0.000,0.000,0.000,1.867,0.000,0.000,0.197,0.000,0.000,0.000,1.867,0.000,0.000,0.197,0.197,0.000,0.000,0.028,0.000,0.000,0.000,0.197,0.000,0.000,0.028,0.000,0.000,0.000,0.197,0.000,0.000,0.028,-0.174,-0.046,-4.928,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.248,2335265343192,13,-0.136,0.064,-4.801,-0.003,-0.014,0.057,1.863,0.000,0.000,0.196,0.000,0.000,0.000,1.863,0.000,0.000,0.196,0.000,0.000,0.000,1.863,0.000,0.000,0.196,0.196,0.000,0.000,0.027,0.000,0.000,0.000,0.196,0.000,0.000,0.027,0.000,0.000,0.000,0.196,0.000,0.000,0.027,-0.169,-0.046,-4.924,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.281,2335265343192,13,-0.137,0.063,-4.800,-0.003,-0.014,0.057,1.858,0.000,0.000,0.195,0.000,0.000,0.000,1.858,0.000,0.000,0.195,0.000,0.000,0.000,1.858,0.000,0.000,0.195,0.195,0.000,0.000,0.027,0.000,0.000,0.000,0.195,0.000,0.000,0.027,0.000,0.000,0.000,0.195,0.000,0.000,0.027,-0.165,-0.046,-4.923,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.314,2335265343192,13,-0.137,0.061,-4.800,-0.003,-0.014,0.057,1.854,0.000,0.000,0.194,0.000,0.000,0.000,1.854,0.000,0.000,0.194,0.000,0.000,0.000,1.854,0.000,0.000,0.194,0.194,0.000,0.000,0.027,0.000,0.000,0.000,0.194,0.000,0.000,0.027,0.000,0.000,0.000,0.194,0.000,0.000,0.027,-0.160,-0.045,-4.921,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.348,2335265343192,13,-0.137,0.060,-4.799,-0.003,-0.014,0.057,1.850,0.000,0.000,0.193,0.000,0.000,0.000,1.850,0.000,0.000,0.193,0.000,0.000,0.000,1.850,0.000,0.000,0.193,0.193,0.000,0.000,0.027,0.000,0.000,0.000,0.193,0.000,0.000,0.027,0.000,0.000,0.000,0.193,0.000,0.000,0.027,-0.154,-0.045,-4.919,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.381,2335265343192,13,-0.137,0.059,-4.798,-0.003,-0.014,0.057,1.845,0.000,0.000,0.192,0.000,0.000,0.000,1.845,0.000,0.000,0.192,0.000,0.000,0.000,1.845,0.000,0.000,0.192,0.192,0.000,0.000,0.027,0.000,0.000,0.000,0.192,0.000,0.000,0.027,0.000,0.000,0.000,0.192,0.000,0.000,0.027,-0.149,-0.043,-4.917,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.414,2335265343192,13,-0.138,0.057,-4.797,-0.003,-0.014,0.057,1.841,0.000,0.000,0.191,0.000,0.000,0.000,1.841,0.000,0.000,0.191,0.000,0.000,0.000,1.841,0.000,0.000,0.191,0.191,0.000,0.000,0.027,0.000,0.000,0.000,0.191,0.000,0.000,0.027,0.000,0.000,0.000,0.191,0.000,0.000,0.027,-0.143,-0.042,-4.921,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.448,2335265343192,13,-0.138,0.056,-4.797,-0.003,-0.014,0.056,1.837,0.000,0.000,0.190,0.000,0.000,0.000,1.837,0.000,0.000,0.190,0.000,0.000,0.000,1.837,0.000,0.000,0.190,0.190,0.000,0.000,0.026,0.000,0.000,0.000,0.190,0.000,0.000,0.026,0.000,0.000,0.000,0.190,0.000,0.000,0.026,-0.139,-0.040,-4.918,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.481,2335265343192,13,-0.138,0.054,-4.796,-0.003,-0.014,0.056,1.833,0.000,0.000,0.190,0.000,0.000,0.000,1.833,0.000,0.000,0.190,0.000,0.000,0.000,1.833,0.000,0.000,0.190,0.190,0.000,0.000,0.026,0.000,0.000,0.000,0.190,0.000,0.000,0.026,0.000,0.000,0.000,0.190,0.000,0.000,0.026,-0.134,-0.039,-4.921,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.514,2335265343192,13,-0.138,0.053,-4.795,-0.003,-0.014,0.056,1.829,0.000,0.000,0.189,0.000,0.000,0.000,1.829,0.000,0.000,0.189,0.000,0.000,0.000,1.829,0.000,0.000,0.189,0.189,0.000,0.000,0.026,0.000,0.000,0.000,0.189,0.000,0.000,0.026,0.000,0.000,0.000,0.189,0.000,0.000,0.026,-0.129,-0.037,-4.922,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.548,2335265343192,13,-0.138,0.052,-4.794,-0.003,-0.015,0.056,1.824,0.000,0.000,0.188,0.000,0.000,0.000,1.824,0.000,0.000,0.188,0.000,0.000,0.000,1.824,0.000,0.000,0.188,0.188,0.000,0.000,0.026,0.000,0.000,0.000,0.188,0.000,0.000,0.026,0.000,0.000,0.000,0.188,0.000,0.000,0.026,-0.124,-0.035,-4.920,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.581,2335265343192,13,-0.138,0.051,-4.794,-0.003,-0.015,0.056,1.820,0.000,0.000,0.187,0.000,0.000,0.000,1.820,0.000,0.000,0.187,0.000,0.000,0.000,1.820,0.000,0.000,0.187,0.187,0.000,0.000,0.026,0.000,0.000,0.000,0.187,0.000,0.000,0.026,0.000,0.000,0.000,0.187,0.000,0.000,0.026,-0.118,-0.033,-4.919,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.615,2335265343192,13,-0.137,0.049,-4.793,-0.003,-0.015,0.056,1.816,0.000,0.000,0.186,0.000,0.000,0.000,1.816,0.000,0.000,0.186,0.000,0.000,0.000,1.816,0.000,0.000,0.186,0.186,0.000,0.000,0.025,0.000,0.000,0.000,0.186,0.000,0.000,0.025,0.000,0.000,0.000,0.186,0.000,0.000,0.025,-0.115,-0.031,-4.915,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.648,2335265343192,13,-0.137,0.048,-4.792,-0.003,-0.015,0.056,1.812,0.000,0.000,0.185,0.000,0.000,0.000,1.812,0.000,0.000,0.185,0.000,0.000,0.000,1.812,0.000,0.000,0.185,0.185,0.000,0.000,0.025,0.000,0.000,0.000,0.185,0.000,0.000,0.025,0.000,0.000,0.000,0.185,0.000,0.000,0.025,-0.112,-0.029,-4.906,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.681,2335265343192,13,-0.137,0.047,-4.791,-0.003,-0.015,0.056,1.808,0.000,0.000,0.185,0.000,0.000,0.000,1.808,0.000,0.000,0.185,0.000,0.000,0.000,1.808,0.000,0.000,0.185,0.185,0.000,0.000,0.025,0.000,0.000,0.000,0.185,0.000,0.000,0.025,0.000,0.000,0.000,0.185,0.000,0.000,0.025,-0.109,-0.027,-4.898,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.715,2335265343192,13,-0.137,0.046,-4.790,-0.003,-0.015,0.056,1.804,0.000,0.000,0.184,0.000,0.000,0.000,1.804,0.000,0.000,0.184,0.000,0.000,0.000,1.804,0.000,0.000,0.184,0.184,0.000,0.000,0.025,0.000,0.000,0.000,0.184,0.000,0.000,0.025,0.000,0.000,0.000,0.184,0.000,0.000,0.025,-0.105,-0.025,-4.894,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.748,2335265343192,13,-0.137,0.045,-4.789,-0.003,-0.015,0.055,1.800,0.000,0.000,0.183,0.000,0.000,0.000,1.800,0.000,0.000,0.183,0.000,0.000,0.000,1.800,0.000,0.000,0.183,0.183,0.000,0.000,0.025,0.000,0.000,0.000,0.183,0.000,0.000,0.025,0.000,0.000,0.000,0.183,0.000,0.000,0.025,-0.102,-0.022,-4.888,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.781,2335265343192,13,-0.136,0.044,-4.788,-0.003,-0.015,0.055,1.796,0.000,0.000,0.182,0.000,0.000,0.000,1.796,0.000,0.000,0.182,0.000,0.000,0.000,1.796,0.000,0.000,0.182,0.182,0.000,0.000,0.025,0.000,0.000,0.000,0.182,0.000,0.000,0.025,0.000,0.000,0.000,0.182,0.000,0.000,0.025,-0.100,-0.020,-4.881,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.815,2335265343192,13,-0.136,0.043,-4.787,-0.003,-0.015,0.055,1.792,0.000,0.000,0.181,0.000,0.000,0.000,1.792,0.000,0.000,0.181,0.000,0.000,0.000,1.792,0.000,0.000,0.181,0.181,0.000,0.000,0.024,0.000,0.000,0.000,0.181,0.000,0.000,0.024,0.000,0.000,0.000,0.181,0.000,0.000,0.024,-0.099,-0.018,-4.874,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.848,2335265343192,13,-0.136,0.042,-4.786,-0.002,-0.015,0.055,1.788,0.000,0.000,0.180,0.000,0.000,0.000,1.788,0.000,0.000,0.180,0.000,0.000,0.000,1.788,0.000,0.000,0.180,0.180,0.000,0.000,0.024,0.000,0.000,0.000,0.180,0.000,0.000,0.024,0.000,0.000,0.000,0.180,0.000,0.000,0.024,-0.098,-0.015,-4.869,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.882,2335265343192,13,-0.136,0.041,-4.785,-0.002,-0.015,0.055,1.784,0.000,0.000,0.180,0.000,0.000,0.000,1.784,0.000,0.000,0.180,0.000,0.000,0.000,1.784,0.000,0.000,0.180,0.180,0.000,0.000,0.024,0.000,0.000,0.000,0.180,0.000,0.000,0.024,0.000,0.000,0.000,0.180,0.000,0.000,0.024,-0.096,-0.012,-4.862,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.915,2335265343192,13,-0.135,0.040,-4.784,-0.002,-0.015,0.055,1.780,0.000,0.000,0.179,0.000,0.000,0.000,1.780,0.000,0.000,0.179,0.000,0.000,0.000,1.780,0.000,0.000,0.179,0.179,0.000,0.000,0.024,0.000,0.000,0.000,0.179,0.000,0.000,0.024,0.000,0.000,0.000,0.179,0.000,0.000,0.024,-0.095,-0.009,-4.855,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
14.948,2335265343192,13,-0.135,0.039,-4.783,-0.002,-0.015,0.055,1.776,0.000,0.000,0.178,0.000,0.000,0.000,1.776,0.000,0.000,0.178,0.000,0.000,0.000,1.776,0.000,0.000,0.178,0.178,0.000,0.000,0.024,0.000,0.000,0.000,0.178,0.000,0.000,0.024,0.000,0.000,0.000,0.178,0.000,0.000,0.024,-0.094,-0.006,-4.847,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
