time,id,class_id,x,y,z,vx,vy,vz,sigma_00,sigma_01,sigma_02,sigma_03,sigma_04,sigma_05,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_50,sigma_51,sigma_52,sigma_53,sigma_54,sigma_55,x_pattern,y_pattern,z_pattern,pattern,status,collision_p,c_time,c_x,c_y,c_z,c_sigma_00,c_sigma_01,c_sigma_02,c_sigma_03,c_sigma_04,c_sigma_05,c_sigma_10,c_sigma_11,c_sigma_12,c_sigma_13,c_sigma_14,c_sigma_15,c_sigma_20,c_sigma_21,c_sigma_22,c_sigma_23,c_sigma_24,c_sigma_25,c_sigma_30,c_sigma_31,c_sigma_32,c_sigma_33,c_sigma_34,c_sigma_35,c_sigma_40,c_sigma_41,c_sigma_42,c_sigma_43,c_sigma_44,c_sigma_45,c_sigma_50,c_sigma_51,c_sigma_52,c_sigma_53,c_sigma_54,c_sigma_55
14.982,2335265343192,13,-0.135,0.038,-4.781,-0.002,-0.015,0.055,1.772,0.000,0.000,0.177,0.000,0.000,0.000,1.772,0.000,0.000,0.177,0.000,0.000,0.000,1.772,0.000,0.000,0.177,0.177,0.000,0.000,0.024,0.000,0.000,0.000,0.177,0.000,0.000,0.024,0.000,0.000,0.000,0.177,0.000,0.000,0.024,-0.092,-0.003,-4.839,2335265343136,1,0.011,19.004,-0.144,0.011,-4.515,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.000,0.000,0.000,4.633,0.000,0.000,0.347,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029,0.000,0.000,0.000,0.347,0.000,0.000,0.029
15.015,2335265343192,13,-0.134,0.037,-4.780,-0.002,-0.015,0.055,1.768,0.000,0.000,0.176,0.000,0.000,0.000,1.768,0.000,0.000,0.176,0.000,0.000,0.000,1.768,0.000,0.000,0.176,0.176,0.000,0.000,0.023,0.000,0.000,0.000,0.176,0.000,0.000,0.023,0.000,0.000,0.000,0.176,0.000,0.000,0.023,-0.091,0.000,-4.832,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.048,2335265343192,13,-0.134,0.036,-4.779,-0.002,-0.015,0.055,1.764,0.000,0.000,0.176,0.000,0.000,0.000,1.764,0.000,0.000,0.176,0.000,0.000,0.000,1.764,0.000,0.000,0.176,0.176,0.000,0.000,0.023,0.000,0.000,0.000,0.176,0.000,0.000,0.023,0.000,0.000,0.000,0.176,0.000,0.000,0.023,-0.090,0.003,-4.826,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.082,2335265343192,13,-0.134,0.036,-4.777,-0.002,-0.015,0.055,1.760,0.000,0.000,0.175,0.000,0.000,0.000,1.760,0.000,0.000,0.175,0.000,0.000,0.000,1.760,0.000,0.000,0.175,0.175,0.000,0.000,0.023,0.000,0.000,0.000,0.175,0.000,0.000,0.023,0.000,0.000,0.000,0.175,0.000,0.000,0.023,-0.088,0.006,-4.821,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.115,2335265343192,13,-0.134,0.035,-4.776,-0.002,-0.015,0.055,1.756,0.000,0.000,0.174,0.000,0.000,0.000,1.756,0.000,0.000,0.174,0.000,0.000,0.000,1.756,0.000,0.000,0.174,0.174,0.000,0.000,0.023,0.000,0.000,0.000,0.174,0.000,0.000,0.023,0.000,0.000,0.000,0.174,0.000,0.000,0.023,-0.087,0.009,-4.818,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.148,2335265343192,13,-0.133,0.034,-4.774,-0.002,-0.015,0.055,1.752,0.000,0.000,0.173,0.000,0.000,0.000,1.752,0.000,0.000,0.173,0.000,0.000,0.000,1.752,0.000,0.000,0.173,0.173,0.000,0.000,0.023,0.000,0.000,0.000,0.173,0.000,0.000,0.023,0.000,0.000,0.000,0.173,0.000,0.000,0.023,-0.086,0.012,-4.815,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.182,2335265343192,13,-0.133,0.033,-4.773,-0.002,-0.015,0.055,1.749,0.000,0.000,0.173,0.000,0.000,0.000,1.749,0.000,0.000,0.173,0.000,0.000,0.000,1.749,0.000,0.000,0.173,0.173,0.000,0.000,0.023,0.000,0.000,0.000,0.173,0.000,0.000,0.023,0.000,0.000,0.000,0.173,0.000,0.000,0.023,-0.086,0.014,-4.806,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.215,2335265343192,13,-0.132,0.033,-4.771,-0.002,-0.015,0.055,1.745,0.000,0.000,0.172,0.000,0.000,0.000,1.745,0.000,0.000,0.172,0.000,0.000,0.000,1.745,0.000,0.000,0.172,0.172,0.000,0.000,0.023,0.000,0.000,0.000,0.172,0.000,0.000,0.023,0.000,0.000,0.000,0.172,0.000,0.000,0.023,-0.084,0.017,-4.806,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.249,2335265343192,13,-0.132,0.032,-4.770,-0.002,-0.015,0.055,1.741,0.000,0.000,0.171,0.000,0.000,0.000,1.741,0.000,0.000,0.171,0.000,0.000,0.000,1.741,0.000,0.000,0.171,0.171,0.000,0.000,0.022,0.000,0.000,0.000,0.171,0.000,0.000,0.022,0.000,0.000,0.000,0.171,0.000,0.000,0.022,-0.083,0.019,-4.800,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.282,2335265343192,13,-0.132,0.031,-4.768,-0.002,-0.015,0.055,1.737,0.000,0.000,0.170,0.000,0.000,0.000,1.737,0.000,0.000,0.170,0.000,0.000,0.000,1.737,0.000,0.000,0.170,0.170,0.000,0.000,0.022,0.000,0.000,0.000,0.170,0.000,0.000,0.022,0.000,0.000,0.000,0.170,0.000,0.000,0.022,-0.082,0.020,-4.795,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.315,2335265343192,13,-0.131,0.031,-4.766,-0.002,-0.015,0.055,1.733,0.000,0.000,0.170,0.000,0.000,0.000,1.733,0.000,0.000,0.170,0.000,0.000,0.000,1.733,0.000,0.000,0.170,0.170,0.000,0.000,0.022,0.000,0.000,0.000,0.170,0.000,0.000,0.022,0.000,0.000,0.000,0.170,0.000,0.000,0.022,-0.080,0.022,-4.795,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.349,2335265343192,13,-0.131,0.030,-4.765,-0.002,-0.015,0.055,1.730,0.000,0.000,0.169,0.000,0.000,0.000,1.730,0.000,0.000,0.169,0.000,0.000,0.000,1.730,0.000,0.000,0.169,0.169,0.000,0.000,0.022,0.000,0.000,0.000,0.169,0.000,0.000,0.022,0.000,0.000,0.000,0.169,0.000,0.000,0.022,-0.078,0.024,-4.797,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.382,2335265343192,13,-0.131,0.030,-4.763,-0.002,-0.015,0.055,1.726,0.000,0.000,0.168,0.000,0.000,0.000,1.726,0.000,0.000,0.168,0.000,0.000,0.000,1.726,0.000,0.000,0.168,0.168,0.000,0.000,0.022,0.000,0.000,0.000,0.168,0.000,0.000,0.022,0.000,0.000,0.000,0.168,0.000,0.000,0.022,-0.077,0.026,-4.799,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.415,2335265343192,13,-0.130,0.029,-4.762,-0.002,-0.015,0.055,1.722,0.000,0.000,0.167,0.000,0.000,0.000,1.722,0.000,0.000,0.167,0.000,0.000,0.000,1.722,0.000,0.000,0.167,0.167,0.000,0.000,0.022,0.000,0.000,0.000,0.167,0.000,0.000,0.022,0.000,0.000,0.000,0.167,0.000,0.000,0.022,-0.075,0.028,-4.802,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.449,2335265343192,13,-0.130,0.029,-4.760,-0.002,-0.015,0.055,1.719,0.000,0.000,0.167,0.000,0.000,0.000,1.719,0.000,0.000,0.167,0.000,0.000,0.000,1.719,0.000,0.000,0.167,0.167,0.000,0.000,0.022,0.000,0.000,0.000,0.167,0.000,0.000,0.022,0.000,0.000,0.000,0.167,0.000,0.000,0.022,-0.073,0.030,-4.805,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.482,2335265343192,13,-0.129,0.028,-4.759,-0.002,-0.015,0.054,1.715,0.000,0.000,0.166,0.000,0.000,0.000,1.715,0.000,0.000,0.166,0.000,0.000,0.000,1.715,0.000,0.000,0.166,0.166,0.000,0.000,0.021,0.000,0.000,0.000,0.166,0.000,0.000,0.021,0.000,0.000,0.000,0.166,0.000,0.000,0.021,-0.071,0.032,-4.813,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.515,2335265343192,13,-0.129,0.028,-4.758,-0.002,-0.015,0.054,1.711,0.000,0.000,0.165,0.000,0.000,0.000,1.711,0.000,0.000,0.165,0.000,0.000,0.000,1.711,0.000,0.000,0.165,0.165,0.000,0.000,0.021,0.000,0.000,0.000,0.165,0.000,0.000,0.021,0.000,0.000,0.000,0.165,0.000,0.000,0.021,-0.069,0.034,-4.824,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.549,2335265343192,13,-0.128,0.027,-4.757,-0.002,-0.015,0.054,1.708,0.000,0.000,0.165,0.000,0.000,0.000,1.708,0.000,0.000,0.165,0.000,0.000,0.000,1.708,0.000,0.000,0.165,0.165,0.000,0.000,0.021,0.000,0.000,0.000,0.165,0.000,0.000,0.021,0.000,0.000,0.000,0.165,0.000,0.000,0.021,-0.067,0.035,-4.835,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.582,2335265343192,13,-0.128,0.027,-4.756,-0.002,-0.015,0.054,1.704,0.000,0.000,0.164,0.000,0.000,0.000,1.704,0.000,0.000,0.164,0.000,0.000,0.000,1.704,0.000,0.000,0.164,0.164,0.000,0.000,0.021,0.000,0.000,0.000,0.164,0.000,0.000,0.021,0.000,0.000,0.000,0.164,0.000,0.000,0.021,-0.066,0.037,-4.845,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.616,2335265343192,13,-0.127,0.027,-4.755,-0.001,-0.015,0.054,1.700,0.000,0.000,0.163,0.000,0.000,0.000,1.700,0.000,0.000,0.163,0.000,0.000,0.000,1.700,0.000,0.000,0.163,0.163,0.000,0.000,0.021,0.000,0.000,0.000,0.163,0.000,0.000,0.021,0.000,0.000,0.000,0.163,0.000,0.000,0.021,-0.066,0.039,-4.851,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.649,2335265343192,13,-0.127,0.026,-4.754,-0.001,-0.015,0.054,1.697,0.000,0.000,0.162,0.000,0.000,0.000,1.697,0.000,0.000,0.162,0.000,0.000,0.000,1.697,0.000,0.000,0.162,0.162,0.000,0.000,0.021,0.000,0.000,0.000,0.162,0.000,0.000,0.021,0.000,0.000,0.000,0.162,0.000,0.000,0.021,-0.066,0.042,-4.858,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.682,2335265343192,13,-0.126,0.026,-4.753,-0.001,-0.015,0.054,1.693,0.000,0.000,0.162,0.000,0.000,0.000,1.693,0.000,0.000,0.162,0.000,0.000,0.000,1.693,0.000,0.000,0.162,0.162,0.000,0.000,0.021,0.000,0.000,0.000,0.162,0.000,0.000,0.021,0.000,0.000,0.000,0.162,0.000,0.000,0.021,-0.066,0.044,-4.862,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.716,2335265343192,13,-0.126,0.025,-4.752,-0.001,-0.015,0.054,1.690,0.000,0.000,0.161,0.000,0.000,0.000,1.690,0.000,0.000,0.161,0.000,0.000,0.000,1.690,0.000,0.000,0.161,0.161,0.000,0.000,0.021,0.000,0.000,0.000,0.161,0.000,0.000,0.021,0.000,0.000,0.000,0.161,0.000,0.000,0.021,-0.066,0.045,-4.867,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.749,2335265343192,13,-0.126,0.025,-4.751,-0.001,-0.015,0.054,1.686,0.000,0.000,0.160,0.000,0.000,0.000,1.686,0.000,0.000,0.160,0.000,0.000,0.000,1.686,0.000,0.000,0.160,0.160,0.000,0.000,0.020,0.000,0.000,0.000,0.160,0.000,0.000,0.020,0.000,0.000,0.000,0.160,0.000,0.000,0.020,-0.067,0.047,-4.873,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.782,2335265343192,13,-0.125,0.025,-4.751,-0.001,-0.015,0.054,1.682,0.000,0.000,0.160,0.000,0.000,0.000,1.682,0.000,0.000,0.160,0.000,0.000,0.000,1.682,0.000,0.000,0.160,0.160,0.000,0.000,0.020,0.000,0.000,0.000,0.160,0.000,0.000,0.020,0.000,0.000,0.000,0.160,0.000,0.000,0.020,-0.068,0.049,-4.878,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.816,2335265343192,13,-0.125,0.024,-4.750,-0.001,-0.015,0.054,1.679,0.000,0.000,0.159,0.000,0.000,0.000,1.679,0.000,0.000,0.159,0.000,0.000,0.000,1.679,0.000,0.000,0.159,0.159,0.000,0.000,0.020,0.000,0.000,0.000,0.159,0.000,0.000,0.020,0.000,0.000,0.000,0.159,0.000,0.000,0.020,-0.069,0.051,-4.880,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.849,2335265343192,13,-0.124,0.024,-4.749,-0.001,-0.015,0.054,1.675,0.000,0.000,0.158,0.000,0.000,0.000,1.675,0.000,0.000,0.158,0.000,0.000,0.000,1.675,0.000,0.000,0.158,0.158,0.000,0.000,0.020,0.000,0.000,0.000,0.158,0.000,0.000,0.020,0.000,0.000,0.000,0.158,0.000,0.000,0.020,-0.070,0.052,-4.882,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.883,2335265343192,13,-0.124,0.024,-4.749,-0.001,-0.015,0.053,1.672,0.000,0.000,0.158,0.000,0.000,0.000,1.672,0.000,0.000,0.158,0.000,0.000,0.000,1.672,0.000,0.000,0.158,0.158,0.000,0.000,0.020,0.000,0.000,0.000,0.158,0.000,0.000,0.020,0.000,0.000,0.000,0.158,0.000,0.000,0.020,-0.071,0.053,-4.885,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.916,2335265343192,13,-0.123,0.024,-4.748,-0.001,-0.015,0.053,1.668,0.000,0.000,0.157,0.000,0.000,0.000,1.668,0.000,0.000,0.157,0.000,0.000,0.000,1.668,0.000,0.000,0.157,0.157,0.000,0.000,0.020,0.000,0.000,0.000,0.157,0.000,0.000,0.020,0.000,0.000,0.000,0.157,0.000,0.000,0.020,-0.072,0.055,-4.887,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.949,2335265343192,13,-0.123,0.023,-4.747,-0.001,-0.015,0.053,1.665,0.000,0.000,0.156,0.000,0.000,0.000,1.665,0.000,0.000,0.156,0.000,0.000,0.000,1.665,0.000,0.000,0.156,0.156,0.000,0.000,0.020,0.000,0.000,0.000,0.156,0.000,0.000,0.020,0.000,0.000,0.000,0.156,0.000,0.000,0.020,-0.073,0.056,-4.893,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
15.983,2335265343192,13,-0.123,0.023,-4.747,-0.001,-0.015,0.053,1.661,0.000,0.000,0.156,0.000,0.000,0.000,1.661,0.000,0.000,0.156,0.000,0.000,0.000,1.661,0.000,0.000,0.156,0.156,0.000,0.000,0.019,0.000,0.000,0.000,0.156,0.000,0.000,0.019,0.000,0.000,0.000,0.156,0.000,0.000,0.019,-0.075,0.058,-4.898,2335265343136,1,0.018,20.005,-0.146,-0.039,-4.506,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.000,0.000,0.000,4.114,0.000,0.000,0.294,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023,0.000,0.000,0.000,0.294,0.000,0.000,0.023
16.016,2335265343192,13,-0.122,0.023,-4.746,-0.001,-0.015,0.053,1.658,0.000,0.000,0.155,0.000,0.000,0.000,1.658,0.000,0.000,0.155,0.000,0.000,0.000,1.658,0.000,0.000,0.155,0.155,0.000,0.000,0.019,0.000,0.000,0.000,0.155,0.000,0.000,0.019,0.000,0.000,0.000,0.155,0.000,0.000,0.019,-0.077,0.059,-4.905,2335265343136,1,0.014,21.006,-0.127,-0.053,-4.482,3.688,0.000,0.000,0.252,0.000,0.000,0.000,3.688,0.000,0.000,0.252,0.000,0.000,0.000,3.688,0.000,0.000,0.252,0.252,0.000,0.000,0.019,0.000,0.000,0.000,0.252,0.000,0.000,0.019,0.000,0.000,0.000,0.252,0.000,0.000,0.019
16.049,2335265343192,13,-0.122,0.023,-4.746,-0.001,-0.015,0.053,1.655,0.000,0.000,0.154,0.000,0.000,0.000,1.655,0.000,0.000,0.154,0.000,0.000,0.000,1.655,0.000,0.000,0.154,0.154,0.000,0.000,0.019,0.000,0.000,0.000,0.154,0.000,0.000,0.019,0.000,0.000,0.000,0.154,0.000,0.000,0.019,-0.079,0.060,-4.912,2335265343136,1,0.014,21.006,-0.127,-0.053,-4.482,3.688,0.000,0.000,0.252,0.000,0.000,0.000,3.688,0.000,0.000,0.252,0.000,0.000,0.000,3.688,0.000,0.000,0.252,0.252,0.000,0.000,0.019,0.000,0.000,0.000,0.252,0.000,0.000,0.019,0.000,0.000,0.000,0.252,0.000,0.000,0.019
16.083,2335265343192,13,-0.122,0.023,-4.746,-0.001,-0.015,0.053,1.651,0.000,0.000,0.154,0.000,0.000,0.000,1.651,0.000,0.000,0.154,0.000,0.000,0.000,1.651,0.000,0.000,0.154,0.154,0.000,0.000,0.019,0.000,0.000,0.000,0.154,0.000,0.000,0.019,0.000,0.000,0.000,0.154,0.000,0.000,0.019,-0.081,0.061,-4.918,2335265343136,1,0.014,21.006,-0.127,-0.053,-4.482,3.688,0.000,0.000,0.252,0.000,0.000,0.000,3.688,0.000,0.000,0.252,0.000,0.000,0.000,3.688,0.000,0.000,0.252,0.252,0.000,0.000,0.019,0.000,0.000,0.000,0.252,0.000,0.000,0.019,0.000,0.000,0.000,0.252,0.000,0.000,0.019
16.116,2335265343192,13,-0.121,0.022,-4.745,-0.001,-0.015,0.053,1.648,0.000,0.000,0.153,0.000,0.000,0.000,1.648,0.000,0.000,0.153,0.000,0.000,0.000,1.648,0.000,0.000,0.153,0.153,0.000,0.000,0.019,0.000,0.000,0.000,0.153,0.000,0.000,0.019,0.000,0.000,0.000,0.153,0.000,0.000,0.019,-0.083,0.062,-4.923,2335265343136,1,0.014,21.006,-0.127,-0.053,-4.482,3.688,0.000,0.000,0.252,0.000,0.000,0.000,3.688,0.000,0.000,0.252,0.000,0.000,0.000,3.688,0.000,0.000,0.252,0.252,0.000,0.000,0.019,0.000,0.000,0.000,0.252,0.000,0.000,0.019,0.000,0.000,0.000,0.252,0.000,0.000,0.019
16.149,2335265343192,13,-0.121,0.022,-4.745,-0.001,-0.015,0.052,1.644,0.000,0.000,0.153,0.000,0.000,0.000,1.644,0.000,0.000,0.153,0.000,0.000,0.000,1.644,0.000,0.000,0.153,0.153,0.000,0.000,0.019,0.000,0.000,0.000,0.153,0.000,0.000,0.019,0.000,0.000,0.000,0.153,0.000,0.000,0.019,-0.085,0.063,-4.928,2335265343136,1,0.014,21.006,-0.127,-0.053,-4.482,3.688,0.000,0.000,0.252,0.000,0.000,0.000,3.688,0.000,0.000,0.252,0.000,0.000,0.000,3.688,0.000,0.000,0.252,0.252,0.000,0.000,0.019,0.000,0.000,0.000,0.252,0.000,0.000,0.019,0.000,0.000,0.000,0.252,0.000,0.000,0.019
